Unnamed: 0,pump
158 days 13:00:00,5.96
158 days 13:15:00,5.61
158 days 13:30:00,5.5
158 days 13:45:00,6.13
158 days 14:00:00,6.19
158 days 14:15:00,6.38
158 days 14:30:00,6.93
158 days 14:45:00,6.46
158 days 15:00:00,6.73
158 days 15:15:00,8.58
158 days 15:30:00,7.59
158 days 15:45:00,7.66
158 days 16:00:00,7.34
158 days 16:15:00,7.76
158 days 16:30:00,7.49
158 days 16:45:00,7.82
158 days 17:00:00,8.2
158 days 17:15:00,8.29
158 days 17:30:00,8.19
158 days 17:45:00,8.34
158 days 18:00:00,7.83
158 days 18:15:00,6.72
158 days 18:30:00,6.99
158 days 18:45:00,7.04
158 days 19:00:00,6.12
158 days 19:15:00,6.02
158 days 19:30:00,6.22
158 days 19:45:00,7.26
158 days 20:00:00,6.86
158 days 20:15:00,5.94
158 days 20:30:00,6.04
158 days 20:45:00,5.61
158 days 21:00:00,5.54
158 days 21:15:00,5.39
158 days 21:30:00,4.34
158 days 21:45:00,3.87
158 days 22:00:00,3.58
158 days 22:15:00,3.56
158 days 22:30:00,3.3
158 days 22:45:00,2.98
158 days 23:00:00,3.12
158 days 23:15:00,2.87
158 days 23:30:00,3.13
158 days 23:45:00,3.15
159 days 00:00:00,3.13
159 days 00:15:00,2.9
159 days 00:30:00,2.67
159 days 00:45:00,2.67
159 days 01:00:00,2.72
159 days 01:15:00,2.91
159 days 01:30:00,2.74
159 days 01:45:00,2.76
159 days 02:00:00,2.99
159 days 02:15:00,2.94
159 days 02:30:00,3.4
159 days 02:45:00,3.32
159 days 03:00:00,3.88
159 days 03:15:00,4.07
159 days 03:30:00,4.73
159 days 03:45:00,5.93
159 days 04:00:00,7.18
159 days 04:15:00,8.3
159 days 04:30:00,7.94
159 days 04:45:00,7.98
159 days 05:00:00,9.65
159 days 05:15:00,9.68
159 days 05:30:00,8.81
159 days 05:45:00,9.42
159 days 06:00:00,12.68
159 days 06:15:00,11.86
159 days 06:30:00,9.07
159 days 06:45:00,8.66
159 days 07:00:00,7.84
159 days 07:15:00,7.81
159 days 07:30:00,7.63
159 days 07:45:00,8.3
159 days 08:00:00,7.56
159 days 08:15:00,7.15
159 days 08:30:00,6.86
159 days 08:45:00,7.74
159 days 09:00:00,6.73
159 days 09:15:00,6.85
159 days 09:30:00,6.42
159 days 09:45:00,6.44
159 days 10:00:00,6.78
159 days 10:15:00,7.31
159 days 10:30:00,11.7
159 days 10:45:00,11.68
159 days 11:00:00,10.7
159 days 11:15:00,9.88
159 days 11:30:00,6.46
159 days 11:45:00,6.38
159 days 12:00:00,6.41
159 days 12:15:00,6.03
159 days 12:30:00,6.2
159 days 12:45:00,5.88
159 days 13:00:00,9.27
159 days 13:15:00,6.13
159 days 13:30:00,6.11
159 days 13:45:00,5.84
159 days 14:00:00,6.25
159 days 14:15:00,6.02
159 days 14:30:00,6.41
159 days 14:45:00,6.01
159 days 15:00:00,7.13
159 days 15:15:00,6.99
159 days 15:30:00,7.56
159 days 15:45:00,7.19
159 days 16:00:00,7.32
159 days 16:15:00,7.83
159 days 16:30:00,8.19
159 days 16:45:00,8.5
159 days 17:00:00,7.98
159 days 17:15:00,7.65
159 days 17:30:00,7.53
159 days 17:45:00,7.34
159 days 18:00:00,6.9
159 days 18:15:00,7.53
159 days 18:30:00,6.31
159 days 18:45:00,6.53
159 days 19:00:00,6.52
159 days 19:15:00,6.09
159 days 19:30:00,7.15
159 days 19:45:00,7.05
159 days 20:00:00,7.03
159 days 20:15:00,6.95
159 days 20:30:00,5.91
159 days 20:45:00,5.78
159 days 21:00:00,5.43
159 days 21:15:00,5.05
159 days 21:30:00,4.3
159 days 21:45:00,4.14
159 days 22:00:00,4.03
159 days 22:15:00,3.59
159 days 22:30:00,3.35
159 days 22:45:00,3.25
159 days 23:00:00,3.06
159 days 23:15:00,2.95
159 days 23:30:00,2.93
159 days 23:45:00,2.96
160 days 00:00:00,2.93
160 days 00:15:00,2.91
160 days 00:30:00,2.92
160 days 00:45:00,2.9
160 days 01:00:00,2.95
160 days 01:15:00,2.86
160 days 01:30:00,2.96
160 days 01:45:00,2.92
160 days 02:00:00,3.01
160 days 02:15:00,3.11
160 days 02:30:00,3.44
160 days 02:45:00,3.56
160 days 03:00:00,4.21
160 days 03:15:00,4.67
160 days 03:30:00,4.42
160 days 03:45:00,5.26
160 days 04:00:00,7.27
160 days 04:15:00,8.73
160 days 04:30:00,8.68
160 days 04:45:00,9.87
160 days 05:00:00,9.04
160 days 05:15:00,9.53
160 days 05:30:00,9.22
160 days 05:45:00,9.38
160 days 06:00:00,9.51
160 days 06:15:00,8.19
160 days 06:30:00,8.55
160 days 06:45:00,8.63
160 days 07:00:00,8.19
160 days 07:15:00,9.34
160 days 07:30:00,9.16
160 days 07:45:00,7.83
160 days 08:00:00,8.36
160 days 08:15:00,9.74
160 days 08:30:00,7.03
160 days 08:45:00,7.44
160 days 09:00:00,8.41
160 days 09:15:00,12.24
160 days 09:30:00,7.01
160 days 09:45:00,7.36
160 days 10:00:00,6.42
160 days 10:15:00,6.75
160 days 10:30:00,6.87
160 days 10:45:00,6.67
160 days 11:00:00,6.32
160 days 11:15:00,6.65
160 days 11:30:00,6.64
160 days 11:45:00,6.25
160 days 12:00:00,6.33
160 days 12:15:00,6.75
160 days 12:30:00,7.41
160 days 12:45:00,6.89
160 days 13:00:00,6.39
160 days 13:15:00,6.7
160 days 13:30:00,7.08
160 days 13:45:00,7.03
160 days 14:00:00,6.72
160 days 14:15:00,7.29
160 days 14:30:00,7.18
160 days 14:45:00,6.82
160 days 15:00:00,7.52
160 days 15:15:00,6.93
160 days 15:30:00,7.44
160 days 15:45:00,8.25
160 days 16:00:00,7.96
160 days 16:15:00,8.28
160 days 16:30:00,8.19
160 days 16:45:00,8.36
160 days 17:00:00,7.79
160 days 17:15:00,8.47
160 days 17:30:00,7.99
160 days 17:45:00,8.37
160 days 18:00:00,8.56
160 days 18:15:00,8.24
160 days 18:30:00,6.94
160 days 18:45:00,7.42
160 days 19:00:00,6.63
160 days 19:15:00,7.24
160 days 19:30:00,6.82
160 days 19:45:00,7.24
160 days 20:00:00,6.68
160 days 20:15:00,6.49
160 days 20:30:00,5.89
160 days 20:45:00,6.38
160 days 21:00:00,6.69
160 days 21:15:00,5.37
160 days 21:30:00,5.38
160 days 21:45:00,5.04
160 days 22:00:00,4.47
160 days 22:15:00,4.3
160 days 22:30:00,3.92
160 days 22:45:00,3.58
160 days 23:00:00,3.38
160 days 23:15:00,3.17
160 days 23:30:00,3.18
160 days 23:45:00,2.98
161 days 00:00:00,3.19
161 days 00:15:00,3.04
161 days 00:30:00,3.02
161 days 00:45:00,2.79
161 days 01:00:00,2.96
161 days 01:15:00,2.88
161 days 01:30:00,2.98
161 days 01:45:00,2.67
161 days 02:00:00,2.8
161 days 02:15:00,2.97
161 days 02:30:00,2.88
161 days 02:45:00,3.2
161 days 03:00:00,3.35
161 days 03:15:00,3.46
161 days 03:30:00,3.72
161 days 03:45:00,3.6
161 days 04:00:00,4.01
161 days 04:15:00,4.52
161 days 04:30:00,4.99
161 days 04:45:00,5.03
161 days 05:00:00,6.32
161 days 05:15:00,6.73
161 days 05:30:00,8.21
161 days 05:45:00,8.21
161 days 06:00:00,9.13
161 days 06:15:00,8.7
161 days 06:30:00,10.23
161 days 06:45:00,10.69
161 days 07:00:00,10.38
161 days 07:15:00,10.83
161 days 07:30:00,10.94
161 days 07:45:00,10.63
161 days 08:00:00,10.22
161 days 08:15:00,9.48
161 days 08:30:00,10.01
161 days 08:45:00,10.25
161 days 09:00:00,10.09
161 days 09:15:00,9.94
161 days 09:30:00,9.25
161 days 09:45:00,8.91
161 days 10:00:00,9.46
161 days 10:15:00,9.3
161 days 10:30:00,9.22
161 days 10:45:00,8.37
161 days 11:00:00,8.29
161 days 11:15:00,9.06
161 days 11:30:00,8.63
161 days 11:45:00,8.5
161 days 12:00:00,8.1
161 days 12:15:00,7.68
161 days 12:30:00,7.83
161 days 12:45:00,7.34
161 days 13:00:00,7.66
161 days 13:15:00,8.12
161 days 13:30:00,8.53
161 days 13:45:00,7.64
161 days 14:00:00,7.33
161 days 14:15:00,7.62
161 days 14:30:00,7.77
161 days 14:45:00,7.98
161 days 15:00:00,7.7
161 days 15:15:00,8.06
161 days 15:30:00,8.82
161 days 15:45:00,7.88
161 days 16:00:00,7.45
161 days 16:15:00,7.91
161 days 16:30:00,8.7
161 days 16:45:00,8.8
161 days 17:00:00,9.19
161 days 17:15:00,9.24
161 days 17:30:00,10.34
161 days 17:45:00,8.89
161 days 18:00:00,8.06
161 days 18:15:00,8.22
161 days 18:30:00,7.79
161 days 18:45:00,6.55
161 days 19:00:00,6.69
161 days 19:15:00,6.59
161 days 19:30:00,6.97
161 days 19:45:00,6.56
161 days 20:00:00,6.61
161 days 20:15:00,6.3
161 days 20:30:00,6.5
161 days 20:45:00,6.71
161 days 21:00:00,5.76
161 days 21:15:00,5.87
161 days 21:30:00,5.43
161 days 21:45:00,4.92
161 days 22:00:00,4.91
161 days 22:15:00,4.53
161 days 22:30:00,4.36
161 days 22:45:00,4.17
161 days 23:00:00,3.75
161 days 23:15:00,3.62
161 days 23:30:00,3.71
161 days 23:45:00,3.57
162 days 00:00:00,3.57
162 days 00:15:00,3.67
162 days 00:30:00,3.32
162 days 00:45:00,3.07
162 days 01:00:00,3.16
162 days 01:15:00,3.28
162 days 01:30:00,3.26
162 days 01:45:00,3.33
162 days 02:00:00,3.41
162 days 02:15:00,3.49
162 days 02:30:00,3.45
162 days 02:45:00,3.59
162 days 03:00:00,3.55
162 days 03:15:00,3.52
162 days 03:30:00,3.73
162 days 03:45:00,3.84
162 days 04:00:00,4.31
162 days 04:15:00,4.38
162 days 04:30:00,4.54
162 days 04:45:00,5.16
162 days 05:00:00,6.43
162 days 05:15:00,6.91
162 days 05:30:00,7.35
162 days 05:45:00,7.39
162 days 06:00:00,8.46
162 days 06:15:00,8.44
162 days 06:30:00,9.29
162 days 06:45:00,9.91
162 days 07:00:00,10.59
162 days 07:15:00,10.18
162 days 07:30:00,10.35
162 days 07:45:00,10.72
162 days 08:00:00,10.9
162 days 08:15:00,11.02
162 days 08:30:00,10.73
162 days 08:45:00,9.93
162 days 09:00:00,9.99
162 days 09:15:00,9.32
162 days 09:30:00,9.62
162 days 09:45:00,9.67
162 days 10:00:00,10.05
162 days 10:15:00,9.98
162 days 10:30:00,8.96
162 days 10:45:00,8.9
162 days 11:00:00,8.85
162 days 11:15:00,8.12
162 days 11:30:00,9.32
162 days 11:45:00,8.64
162 days 12:00:00,8.95
162 days 12:15:00,8.64
162 days 12:30:00,8.84
162 days 12:45:00,7.74
162 days 13:00:00,7.39
162 days 13:15:00,8.16
162 days 13:30:00,8.04
162 days 13:45:00,8.14
162 days 14:00:00,7.83
162 days 14:15:00,7.98
162 days 14:30:00,7.54
162 days 14:45:00,8.31
162 days 15:00:00,8.72
162 days 15:15:00,8.3
162 days 15:30:00,8.68
162 days 15:45:00,8.66
162 days 16:00:00,9.32
162 days 16:15:00,8.58
162 days 16:30:00,8.8
162 days 16:45:00,9.31
162 days 17:00:00,10.17
162 days 17:15:00,9.8
162 days 17:30:00,10.09
162 days 17:45:00,10.04
162 days 18:00:00,9.44
162 days 18:15:00,9.65
162 days 18:30:00,8.3
162 days 18:45:00,8.07
162 days 19:00:00,8.76
162 days 19:15:00,7.35
162 days 19:30:00,6.74
162 days 19:45:00,7.56
162 days 20:00:00,7.67
162 days 20:15:00,6.93
162 days 20:30:00,7.0
162 days 20:45:00,6.04
162 days 21:00:00,5.48
162 days 21:15:00,5.76
162 days 21:30:00,5.02
162 days 21:45:00,4.34
162 days 22:00:00,3.92
162 days 22:15:00,3.68
162 days 22:30:00,3.64
162 days 22:45:00,3.44
162 days 23:00:00,3.07
162 days 23:15:00,3.15
162 days 23:30:00,3.0
162 days 23:45:00,2.95
163 days 00:00:00,3.02
163 days 00:15:00,3.1
163 days 00:30:00,2.72
163 days 00:45:00,2.83
163 days 01:00:00,3.18
163 days 01:15:00,3.04
163 days 01:30:00,3.19
163 days 01:45:00,2.84
163 days 02:00:00,2.99
163 days 02:15:00,3.23
163 days 02:30:00,3.54
163 days 02:45:00,3.45
163 days 03:00:00,3.9
163 days 03:15:00,4.57
163 days 03:30:00,4.92
163 days 03:45:00,5.59
163 days 04:00:00,7.21
163 days 04:15:00,8.53
163 days 04:30:00,8.53
163 days 04:45:00,9.3
163 days 05:00:00,12.56
163 days 05:15:00,9.65
163 days 05:30:00,9.61
163 days 05:45:00,9.67
163 days 06:00:00,9.03
163 days 06:15:00,7.93
163 days 06:30:00,8.15
163 days 06:45:00,12.53
163 days 07:00:00,8.76
163 days 07:15:00,8.46
163 days 07:30:00,8.28
163 days 07:45:00,8.05
163 days 08:00:00,7.22
163 days 08:15:00,7.83
163 days 08:30:00,7.51
163 days 08:45:00,9.87
163 days 09:00:00,7.01
163 days 09:15:00,7.44
163 days 09:30:00,6.63
163 days 09:45:00,11.87
163 days 10:00:00,11.47
163 days 10:15:00,7.47
163 days 10:30:00,7.36
163 days 10:45:00,8.28
163 days 11:00:00,6.99
163 days 11:15:00,6.97
163 days 11:30:00,6.99
163 days 11:45:00,10.95
163 days 12:00:00,7.93
163 days 12:15:00,6.59
163 days 12:30:00,6.99
163 days 12:45:00,6.2
163 days 13:00:00,6.33
163 days 13:15:00,6.05
163 days 13:30:00,6.15
163 days 13:45:00,6.22
163 days 14:00:00,6.07
163 days 14:15:00,6.9
163 days 14:30:00,6.26
163 days 14:45:00,6.98
163 days 15:00:00,8.16
163 days 15:15:00,7.28
163 days 15:30:00,7.75
163 days 15:45:00,7.34
163 days 16:00:00,8.11
163 days 16:15:00,8.58
163 days 16:30:00,9.29
163 days 16:45:00,8.78
163 days 17:00:00,8.2
163 days 17:15:00,8.47
163 days 17:30:00,9.3
163 days 17:45:00,9.1
163 days 18:00:00,8.8
163 days 18:15:00,9.65
163 days 18:30:00,8.07
163 days 18:45:00,7.91
163 days 19:00:00,7.69
163 days 19:15:00,7.5
163 days 19:30:00,7.24
163 days 19:45:00,7.21
163 days 20:00:00,8.2
163 days 20:15:00,7.74
163 days 20:30:00,6.38
163 days 20:45:00,5.94
163 days 21:00:00,6.18
163 days 21:15:00,6.09
163 days 21:30:00,5.38
163 days 21:45:00,4.18
163 days 22:00:00,4.28
163 days 22:15:00,3.98
163 days 22:30:00,3.57
163 days 22:45:00,3.5
163 days 23:00:00,3.41
163 days 23:15:00,3.21
163 days 23:30:00,2.99
163 days 23:45:00,2.95
164 days 00:00:00,3.16
164 days 00:15:00,3.08
164 days 00:30:00,2.94
164 days 00:45:00,2.96
164 days 01:00:00,3.1
164 days 01:15:00,3.14
164 days 01:30:00,2.99
164 days 01:45:00,3.13
164 days 02:00:00,2.97
164 days 02:15:00,3.06
164 days 02:30:00,3.53
164 days 02:45:00,3.61
164 days 03:00:00,4.15
164 days 03:15:00,4.37
164 days 03:30:00,5.04
164 days 03:45:00,6.04
164 days 04:00:00,6.97
164 days 04:15:00,9.31
164 days 04:30:00,10.13
164 days 04:45:00,8.71
164 days 05:00:00,9.67
164 days 05:15:00,9.98
164 days 05:30:00,10.31
164 days 05:45:00,9.7
164 days 06:00:00,9.48
164 days 06:15:00,8.47
164 days 06:30:00,11.55
164 days 06:45:00,12.75
164 days 07:00:00,10.31
164 days 07:15:00,8.36
164 days 07:30:00,8.32
164 days 07:45:00,8.0
164 days 08:00:00,7.88
164 days 08:15:00,6.98
164 days 08:30:00,7.44
164 days 08:45:00,7.42
164 days 09:00:00,6.38
164 days 09:15:00,6.58
164 days 09:30:00,6.82
164 days 09:45:00,13.72
164 days 10:00:00,8.83
164 days 10:15:00,9.64
164 days 10:30:00,11.69
164 days 10:45:00,7.84
164 days 11:00:00,7.71
164 days 11:15:00,6.63
164 days 11:30:00,6.8
164 days 11:45:00,6.95
164 days 12:00:00,6.86
164 days 12:15:00,6.51
164 days 12:30:00,6.6
164 days 12:45:00,7.11
164 days 13:00:00,6.91
164 days 13:15:00,6.14
164 days 13:30:00,7.18
164 days 13:45:00,8.18
164 days 14:00:00,7.78
164 days 14:15:00,8.07
164 days 14:30:00,8.27
164 days 14:45:00,7.86
164 days 15:00:00,8.66
164 days 15:15:00,8.29
164 days 15:30:00,8.77
164 days 15:45:00,9.22
164 days 16:00:00,9.25
164 days 16:15:00,9.83
164 days 16:30:00,9.73
164 days 16:45:00,9.05
164 days 17:00:00,9.46
164 days 17:15:00,9.73
164 days 17:30:00,10.12
164 days 17:45:00,10.02
164 days 18:00:00,9.94
164 days 18:15:00,10.68
164 days 18:30:00,8.93
164 days 18:45:00,8.74
164 days 19:00:00,8.72
164 days 19:15:00,7.93
164 days 19:30:00,8.03
164 days 19:45:00,8.84
164 days 20:00:00,8.04
164 days 20:15:00,7.41
164 days 20:30:00,6.47
164 days 20:45:00,6.96
164 days 21:00:00,6.78
164 days 21:15:00,5.8
164 days 21:30:00,4.55
164 days 21:45:00,4.54
164 days 22:00:00,4.1
164 days 22:15:00,3.99
164 days 22:30:00,3.48
164 days 22:45:00,3.48
164 days 23:00:00,3.26
164 days 23:15:00,3.06
164 days 23:30:00,3.13
164 days 23:45:00,2.97
165 days 00:00:00,3.09
165 days 00:15:00,3.15
165 days 00:30:00,2.95
165 days 00:45:00,3.04
165 days 01:00:00,3.04
165 days 01:15:00,3.15
165 days 01:30:00,3.03
165 days 01:45:00,2.96
165 days 02:00:00,3.23
165 days 02:15:00,3.34
165 days 02:30:00,3.57
165 days 02:45:00,3.89
165 days 03:00:00,4.35
165 days 03:15:00,5.0
165 days 03:30:00,5.27
165 days 03:45:00,5.99
165 days 04:00:00,7.38
165 days 04:15:00,8.86
165 days 04:30:00,9.0
165 days 04:45:00,10.01
165 days 05:00:00,10.58
165 days 05:15:00,11.28
165 days 05:30:00,10.86
165 days 05:45:00,9.66
165 days 06:00:00,10.04
165 days 06:15:00,9.26
165 days 06:30:00,10.52
165 days 06:45:00,12.05
165 days 07:00:00,11.16
165 days 07:15:00,8.25
165 days 07:30:00,7.44
165 days 07:45:00,9.72
165 days 08:00:00,8.95
165 days 08:15:00,7.48
165 days 08:30:00,7.92
165 days 08:45:00,8.31
165 days 09:00:00,8.37
165 days 09:15:00,10.74
165 days 09:30:00,9.78
165 days 09:45:00,7.02
165 days 10:00:00,7.74
165 days 10:15:00,6.87
165 days 10:30:00,6.95
165 days 10:45:00,7.89
165 days 11:00:00,7.06
165 days 11:15:00,7.58
165 days 11:30:00,7.72
165 days 11:45:00,7.47
165 days 12:00:00,7.34
165 days 12:15:00,7.24
165 days 12:30:00,7.5
165 days 12:45:00,8.08
165 days 13:00:00,7.85
165 days 13:15:00,7.56
165 days 13:30:00,7.55
165 days 13:45:00,7.39
165 days 14:00:00,7.38
165 days 14:15:00,7.91
165 days 14:30:00,8.47
165 days 14:45:00,8.53
165 days 15:00:00,9.82
165 days 15:15:00,10.58
165 days 15:30:00,9.32
165 days 15:45:00,8.3
165 days 16:00:00,9.5
165 days 16:15:00,9.14
165 days 16:30:00,9.5
165 days 16:45:00,10.36
165 days 17:00:00,10.71
165 days 17:15:00,10.44
165 days 17:30:00,9.02
165 days 17:45:00,8.64
165 days 18:00:00,8.11
165 days 18:15:00,7.55
165 days 18:30:00,8.51
165 days 18:45:00,8.06
165 days 19:00:00,8.81
165 days 19:15:00,6.54
165 days 19:30:00,6.96
165 days 19:45:00,7.37
165 days 20:00:00,6.59
165 days 20:15:00,6.58
165 days 20:30:00,6.26
165 days 20:45:00,5.76
165 days 21:00:00,5.12
165 days 21:15:00,4.53
165 days 21:30:00,4.14
165 days 21:45:00,3.84
165 days 22:00:00,3.42
165 days 22:15:00,3.28
165 days 22:30:00,3.25
165 days 22:45:00,3.04
165 days 23:00:00,2.61
165 days 23:15:00,2.05
165 days 23:30:00,1.9
165 days 23:45:00,1.82
166 days 00:00:00,2.01
166 days 00:15:00,1.68
166 days 00:30:00,1.75
166 days 00:45:00,1.52
166 days 01:00:00,1.72
166 days 01:15:00,1.62
166 days 01:30:00,1.61
166 days 01:45:00,1.43
166 days 02:00:00,1.53
166 days 02:15:00,1.58
166 days 02:30:00,1.64
166 days 02:45:00,1.63
166 days 03:00:00,1.89
166 days 03:15:00,1.78
166 days 03:30:00,2.05
166 days 03:45:00,2.09
166 days 04:00:00,2.65
166 days 04:15:00,2.58
166 days 04:30:00,3.25
166 days 04:45:00,3.58
166 days 05:00:00,4.71
166 days 05:15:00,5.51
166 days 05:30:00,5.64
166 days 05:45:00,7.2
166 days 06:00:00,6.86
166 days 06:15:00,7.81
166 days 06:30:00,7.28
166 days 06:45:00,8.29
166 days 07:00:00,8.84
166 days 07:15:00,9.52
166 days 07:30:00,9.53
166 days 07:45:00,10.69
166 days 08:00:00,10.2
166 days 08:15:00,10.12
166 days 08:30:00,9.95
166 days 08:45:00,10.64
166 days 09:00:00,9.27
166 days 09:15:00,9.52
166 days 09:30:00,11.0
166 days 09:45:00,10.58
166 days 10:00:00,9.33
166 days 10:15:00,10.43
166 days 10:30:00,9.51
166 days 10:45:00,8.72
166 days 11:00:00,9.44
166 days 11:15:00,9.57
166 days 11:30:00,10.06
166 days 11:45:00,9.83
166 days 12:00:00,8.29
166 days 12:15:00,7.58
166 days 12:30:00,8.25
166 days 12:45:00,7.52
166 days 13:00:00,7.62
166 days 13:15:00,7.58
166 days 13:30:00,7.51
166 days 13:45:00,7.42
166 days 14:00:00,7.44
166 days 14:15:00,7.28
166 days 14:30:00,8.12
166 days 14:45:00,8.21
166 days 15:00:00,8.74
166 days 15:15:00,8.7
166 days 15:30:00,9.27
166 days 15:45:00,8.52
166 days 16:00:00,9.02
166 days 16:15:00,9.05
166 days 16:30:00,8.88
166 days 16:45:00,8.98
166 days 17:00:00,7.94
166 days 17:15:00,8.15
166 days 17:30:00,9.41
166 days 17:45:00,9.57
166 days 18:00:00,10.37
166 days 18:15:00,9.44
166 days 18:30:00,7.8
166 days 18:45:00,7.03
166 days 19:00:00,7.05
166 days 19:15:00,5.96
166 days 19:30:00,5.68
166 days 19:45:00,5.5
166 days 20:00:00,7.05
166 days 20:15:00,6.15
166 days 20:30:00,5.96
166 days 20:45:00,5.8
166 days 21:00:00,5.07
166 days 21:15:00,3.82
166 days 21:30:00,3.79
166 days 21:45:00,3.25
166 days 22:00:00,2.7
166 days 22:15:00,2.53
166 days 22:30:00,2.06
166 days 22:45:00,2.22
166 days 23:00:00,1.74
166 days 23:15:00,1.87
166 days 23:30:00,1.95
166 days 23:45:00,1.7
167 days 00:00:00,1.58
167 days 00:15:00,1.83
167 days 00:30:00,1.55
167 days 00:45:00,1.46
167 days 01:00:00,1.63
167 days 01:15:00,1.59
167 days 01:30:00,1.46
167 days 01:45:00,1.49
167 days 02:00:00,1.6
167 days 02:15:00,1.87
167 days 02:30:00,1.96
167 days 02:45:00,2.15
167 days 03:00:00,2.29
167 days 03:15:00,2.53
167 days 03:30:00,3.15
167 days 03:45:00,3.74
167 days 04:00:00,4.33
167 days 04:15:00,5.89
167 days 04:30:00,7.2
167 days 04:45:00,7.7
167 days 05:00:00,8.45
167 days 05:15:00,8.8
167 days 05:30:00,8.44
167 days 05:45:00,9.49
167 days 06:00:00,10.65
167 days 06:15:00,11.47
167 days 06:30:00,11.15
167 days 06:45:00,8.18
167 days 07:00:00,9.26
167 days 07:15:00,8.76
167 days 07:30:00,8.79
167 days 07:45:00,8.08
167 days 08:00:00,7.08
167 days 08:15:00,6.94
167 days 08:30:00,12.44
167 days 08:45:00,7.73
167 days 09:00:00,8.05
167 days 09:15:00,7.22
167 days 09:30:00,8.09
167 days 09:45:00,13.13
167 days 10:00:00,11.82
167 days 10:15:00,8.58
167 days 10:30:00,8.41
167 days 10:45:00,8.36
167 days 11:00:00,8.2
167 days 11:15:00,7.28
167 days 11:30:00,7.28
167 days 11:45:00,6.66
167 days 12:00:00,6.64
167 days 12:15:00,7.42
167 days 12:30:00,8.72
167 days 12:45:00,8.59
167 days 13:00:00,6.56
167 days 13:15:00,6.26
167 days 13:30:00,7.01
167 days 13:45:00,7.06
167 days 14:00:00,7.55
167 days 14:15:00,7.65
167 days 14:30:00,7.45
167 days 14:45:00,7.66
167 days 15:00:00,8.33
167 days 15:15:00,8.59
167 days 15:30:00,8.57
167 days 15:45:00,7.97
167 days 16:00:00,8.75
167 days 16:15:00,8.07
167 days 16:30:00,7.79
167 days 16:45:00,9.77
167 days 17:00:00,9.86
167 days 17:15:00,10.41
167 days 17:30:00,9.15
167 days 17:45:00,9.2
167 days 18:00:00,9.27
167 days 18:15:00,8.32
167 days 18:30:00,8.05
167 days 18:45:00,7.72
167 days 19:00:00,7.74
167 days 19:15:00,7.27
167 days 19:30:00,7.31
167 days 19:45:00,7.68
167 days 20:00:00,8.3
167 days 20:15:00,7.81
167 days 20:30:00,6.58
167 days 20:45:00,5.93
167 days 21:00:00,5.43
167 days 21:15:00,5.66
167 days 21:30:00,5.61
167 days 21:45:00,4.18
167 days 22:00:00,4.07
167 days 22:15:00,3.66
167 days 22:30:00,3.21
167 days 22:45:00,3.04
167 days 23:00:00,2.47
167 days 23:15:00,2.36
167 days 23:30:00,2.55
167 days 23:45:00,2.52
168 days 00:00:00,2.39
168 days 00:15:00,2.33
168 days 00:30:00,2.31
168 days 00:45:00,2.2
168 days 01:00:00,2.13
168 days 01:15:00,2.16
168 days 01:30:00,2.04
168 days 01:45:00,2.1
168 days 02:00:00,2.09
168 days 02:15:00,2.29
168 days 02:30:00,2.25
168 days 02:45:00,2.19
168 days 03:00:00,2.73
168 days 03:15:00,2.67
168 days 03:30:00,2.98
168 days 03:45:00,2.73
168 days 04:00:00,3.52
168 days 04:15:00,3.72
168 days 04:30:00,4.16
168 days 04:45:00,5.21
168 days 05:00:00,6.31
168 days 05:15:00,6.59
168 days 05:30:00,7.86
168 days 05:45:00,7.57
168 days 06:00:00,9.36
168 days 06:15:00,10.26
168 days 06:30:00,10.43
168 days 06:45:00,9.9
168 days 07:00:00,10.78
168 days 07:15:00,11.47
168 days 07:30:00,10.52
168 days 07:45:00,9.96
168 days 08:00:00,9.97
168 days 08:15:00,10.71
168 days 08:30:00,10.25
168 days 08:45:00,9.12
168 days 09:00:00,9.27
168 days 09:15:00,9.18
168 days 09:30:00,9.07
168 days 09:45:00,8.07
168 days 10:00:00,7.07
168 days 10:15:00,7.55
168 days 10:30:00,7.85
168 days 10:45:00,8.05
168 days 11:00:00,7.12
168 days 11:15:00,8.74
168 days 11:30:00,8.15
168 days 11:45:00,7.86
168 days 12:00:00,7.92
168 days 12:15:00,7.47
168 days 12:30:00,7.64
168 days 12:45:00,8.12
168 days 13:00:00,7.85
168 days 13:15:00,7.92
168 days 13:30:00,7.65
168 days 13:45:00,8.57
168 days 14:00:00,8.38
168 days 14:15:00,7.8
168 days 14:30:00,7.69
168 days 14:45:00,8.43
168 days 15:00:00,9.77
168 days 15:15:00,8.93
168 days 15:30:00,9.97
168 days 15:45:00,9.32
168 days 16:00:00,9.46
168 days 16:15:00,10.04
168 days 16:30:00,10.47
168 days 16:45:00,11.29
168 days 17:00:00,10.35
168 days 17:15:00,10.28
168 days 17:30:00,10.46
168 days 17:45:00,11.46
168 days 18:00:00,11.03
168 days 18:15:00,11.53
168 days 18:30:00,10.14
168 days 18:45:00,9.23
168 days 19:00:00,8.58
168 days 19:15:00,7.3
168 days 19:30:00,8.56
168 days 19:45:00,8.59
168 days 20:00:00,9.01
168 days 20:15:00,5.95
168 days 20:30:00,5.64
168 days 20:45:00,5.38
168 days 21:00:00,5.75
168 days 21:15:00,5.18
168 days 21:30:00,5.17
168 days 21:45:00,4.0
168 days 22:00:00,3.54
168 days 22:15:00,3.75
168 days 22:30:00,3.13
