Unnamed: 0,pump
37 days 08:30:00,6.44
37 days 08:45:00,6.52
37 days 09:00:00,6.03
37 days 09:15:00,6.26
37 days 09:30:00,5.89
37 days 09:45:00,6.2
37 days 10:00:00,5.86
37 days 10:15:00,6.07
37 days 10:30:00,6.14
37 days 10:45:00,5.9
37 days 11:00:00,5.51
37 days 11:15:00,5.04
37 days 11:30:00,5.18
37 days 11:45:00,5.48
37 days 12:00:00,5.07
37 days 12:15:00,5.17
37 days 12:30:00,5.14
37 days 12:45:00,4.67
37 days 13:00:00,5.14
37 days 13:15:00,5.2
37 days 13:30:00,5.57
37 days 13:45:00,4.79
37 days 14:00:00,4.98
37 days 14:15:00,4.62
37 days 14:30:00,4.93
37 days 14:45:00,4.69
37 days 15:00:00,4.84
37 days 15:15:00,5.2
37 days 15:30:00,5.17
37 days 15:45:00,5.32
37 days 16:00:00,5.8
37 days 16:15:00,6.21
37 days 16:30:00,6.99
37 days 16:45:00,6.71
37 days 17:00:00,6.8
37 days 17:15:00,6.79
37 days 17:30:00,5.96
37 days 17:45:00,6.69
37 days 18:00:00,5.67
37 days 18:15:00,6.98
37 days 18:30:00,6.87
37 days 18:45:00,6.97
37 days 19:00:00,6.4
37 days 19:15:00,4.88
37 days 19:30:00,5.45
37 days 19:45:00,5.22
37 days 20:00:00,5.94
37 days 20:15:00,4.65
37 days 20:30:00,4.38
37 days 20:45:00,5.02
37 days 21:00:00,4.81
37 days 21:15:00,4.62
37 days 21:30:00,4.04
37 days 21:45:00,3.89
37 days 22:00:00,3.36
37 days 22:15:00,3.23
37 days 22:30:00,2.65
37 days 22:45:00,2.49
37 days 23:00:00,2.23
37 days 23:15:00,1.84
37 days 23:30:00,1.75
37 days 23:45:00,1.72
38 days 00:00:00,1.45
38 days 00:15:00,1.3
38 days 00:30:00,1.47
38 days 00:45:00,1.1
38 days 01:00:00,1.17
38 days 01:15:00,1.06
38 days 01:30:00,1.21
38 days 01:45:00,1.16
38 days 02:00:00,1.31
38 days 02:15:00,1.22
38 days 02:30:00,1.18
38 days 02:45:00,1.27
38 days 03:00:00,1.55
38 days 03:15:00,1.67
38 days 03:30:00,1.79
38 days 03:45:00,1.8
38 days 04:00:00,2.47
38 days 04:15:00,2.34
38 days 04:30:00,3.5
38 days 04:45:00,4.13
38 days 05:00:00,4.99
38 days 05:15:00,6.32
38 days 05:30:00,6.64
38 days 05:45:00,7.12
38 days 06:00:00,6.96
38 days 06:15:00,6.47
38 days 06:30:00,6.75
38 days 06:45:00,7.43
38 days 07:00:00,6.88
38 days 07:15:00,6.76
38 days 07:30:00,6.9
38 days 07:45:00,6.92
38 days 08:00:00,5.99
38 days 08:15:00,7.09
38 days 08:30:00,6.51
38 days 08:45:00,5.9
38 days 09:00:00,5.86
38 days 09:15:00,5.6
38 days 09:30:00,5.75
38 days 09:45:00,6.31
38 days 10:00:00,5.64
38 days 10:15:00,5.17
38 days 10:30:00,5.19
38 days 10:45:00,5.65
38 days 11:00:00,5.51
38 days 11:15:00,5.19
38 days 11:30:00,5.42
38 days 11:45:00,5.05
38 days 12:00:00,4.62
38 days 12:15:00,4.95
38 days 12:30:00,5.04
38 days 12:45:00,5.12
38 days 13:00:00,4.64
38 days 13:15:00,4.86
38 days 13:30:00,4.41
38 days 13:45:00,4.5
38 days 14:00:00,5.1
38 days 14:15:00,5.31
38 days 14:30:00,5.28
38 days 14:45:00,4.63
38 days 15:00:00,5.4
38 days 15:15:00,5.81
38 days 15:30:00,5.09
38 days 15:45:00,5.4
38 days 16:00:00,5.8
38 days 16:15:00,6.43
38 days 16:30:00,5.85
38 days 16:45:00,6.06
38 days 17:00:00,5.88
38 days 17:15:00,7.11
38 days 17:30:00,7.35
38 days 17:45:00,7.0
38 days 18:00:00,7.19
38 days 18:15:00,7.18
38 days 18:30:00,6.12
38 days 18:45:00,6.44
38 days 19:00:00,6.01
38 days 19:15:00,5.3
38 days 19:30:00,4.77
38 days 19:45:00,4.37
38 days 20:00:00,4.81
38 days 20:15:00,4.8
38 days 20:30:00,4.28
38 days 20:45:00,4.45
38 days 21:00:00,4.38
38 days 21:15:00,4.39
38 days 21:30:00,4.27
38 days 21:45:00,3.68
38 days 22:00:00,3.48
38 days 22:15:00,2.73
38 days 22:30:00,2.67
38 days 22:45:00,2.4
38 days 23:00:00,2.3
38 days 23:15:00,1.9
38 days 23:30:00,1.62
38 days 23:45:00,1.61
39 days 00:00:00,1.48
39 days 00:15:00,1.59
39 days 00:30:00,1.43
39 days 00:45:00,1.44
39 days 01:00:00,1.25
39 days 01:15:00,1.15
39 days 01:30:00,1.26
39 days 01:45:00,1.02
39 days 02:00:00,1.06
39 days 02:15:00,1.17
39 days 02:30:00,1.3
39 days 02:45:00,1.28
39 days 03:00:00,1.49
39 days 03:15:00,1.52
39 days 03:30:00,1.86
39 days 03:45:00,1.84
39 days 04:00:00,2.52
39 days 04:15:00,2.84
39 days 04:30:00,3.26
39 days 04:45:00,4.18
39 days 05:00:00,5.19
39 days 05:15:00,6.99
39 days 05:30:00,6.46
39 days 05:45:00,7.12
39 days 06:00:00,7.29
39 days 06:15:00,6.52
39 days 06:30:00,7.36
39 days 06:45:00,6.39
39 days 07:00:00,7.71
39 days 07:15:00,6.56
39 days 07:30:00,6.92
39 days 07:45:00,6.39
39 days 08:00:00,6.64
39 days 08:15:00,6.05
39 days 08:30:00,5.93
39 days 08:45:00,6.69
39 days 09:00:00,6.22
39 days 09:15:00,5.53
39 days 09:30:00,5.41
39 days 09:45:00,5.64
39 days 10:00:00,5.24
39 days 10:15:00,5.36
39 days 10:30:00,5.12
39 days 10:45:00,4.98
39 days 11:00:00,5.17
39 days 11:15:00,4.72
39 days 11:30:00,5.01
39 days 11:45:00,4.68
39 days 12:00:00,5.01
39 days 12:15:00,4.63
39 days 12:30:00,4.95
39 days 12:45:00,4.92
39 days 13:00:00,4.7
39 days 13:15:00,4.79
39 days 13:30:00,4.61
39 days 13:45:00,5.04
39 days 14:00:00,4.73
39 days 14:15:00,4.75
39 days 14:30:00,5.01
39 days 14:45:00,5.06
39 days 15:00:00,5.64
39 days 15:15:00,5.43
39 days 15:30:00,5.66
39 days 15:45:00,5.1
39 days 16:00:00,5.78
39 days 16:15:00,6.64
39 days 16:30:00,6.55
39 days 16:45:00,6.81
39 days 17:00:00,6.62
39 days 17:15:00,6.99
39 days 17:30:00,6.89
39 days 17:45:00,7.1
39 days 18:00:00,7.24
39 days 18:15:00,7.98
39 days 18:30:00,7.02
39 days 18:45:00,6.35
39 days 19:00:00,6.69
39 days 19:15:00,5.46
39 days 19:30:00,5.77
39 days 19:45:00,6.02
39 days 20:00:00,4.75
39 days 20:15:00,5.28
39 days 20:30:00,4.56
39 days 20:45:00,5.48
39 days 21:00:00,4.78
39 days 21:15:00,4.46
39 days 21:30:00,3.86
39 days 21:45:00,3.88
39 days 22:00:00,3.27
39 days 22:15:00,3.31
39 days 22:30:00,3.11
39 days 22:45:00,2.6
39 days 23:00:00,2.17
39 days 23:15:00,1.97
39 days 23:30:00,1.79
39 days 23:45:00,1.57
40 days 00:00:00,1.58
40 days 00:15:00,1.43
40 days 00:30:00,1.23
40 days 00:45:00,1.39
40 days 01:00:00,1.29
40 days 01:15:00,1.36
40 days 01:30:00,1.21
40 days 01:45:00,1.28
40 days 02:00:00,1.44
40 days 02:15:00,1.4
40 days 02:30:00,1.38
40 days 02:45:00,1.5
40 days 03:00:00,1.79
40 days 03:15:00,1.6
40 days 03:30:00,2.13
40 days 03:45:00,2.12
40 days 04:00:00,2.58
40 days 04:15:00,2.56
40 days 04:30:00,3.05
40 days 04:45:00,3.62
40 days 05:00:00,5.73
40 days 05:15:00,6.05
40 days 05:30:00,6.84
40 days 05:45:00,7.09
40 days 06:00:00,7.61
40 days 06:15:00,6.97
40 days 06:30:00,7.17
40 days 06:45:00,7.08
40 days 07:00:00,6.87
40 days 07:15:00,6.08
40 days 07:30:00,6.08
40 days 07:45:00,6.28
40 days 08:00:00,6.44
40 days 08:15:00,6.47
40 days 08:30:00,6.39
40 days 08:45:00,6.49
40 days 09:00:00,6.34
40 days 09:15:00,5.6
40 days 09:30:00,5.07
40 days 09:45:00,5.77
40 days 10:00:00,5.4
40 days 10:15:00,5.1
40 days 10:30:00,5.41
40 days 10:45:00,4.57
40 days 11:00:00,4.81
40 days 11:15:00,4.84
40 days 11:30:00,5.25
40 days 11:45:00,5.12
40 days 12:00:00,5.24
40 days 12:15:00,5.23
40 days 12:30:00,4.55
40 days 12:45:00,4.58
40 days 13:00:00,4.44
40 days 13:15:00,4.73
40 days 13:30:00,4.58
40 days 13:45:00,4.6
40 days 14:00:00,4.53
40 days 14:15:00,4.59
40 days 14:30:00,4.56
40 days 14:45:00,4.83
40 days 15:00:00,4.58
40 days 15:15:00,4.97
40 days 15:30:00,5.12
40 days 15:45:00,5.04
40 days 16:00:00,5.56
40 days 16:15:00,6.47
40 days 16:30:00,6.75
40 days 16:45:00,6.0
40 days 17:00:00,6.24
40 days 17:15:00,6.75
40 days 17:30:00,7.68
40 days 17:45:00,6.8
40 days 18:00:00,6.3
40 days 18:15:00,6.64
40 days 18:30:00,6.61
40 days 18:45:00,6.16
40 days 19:00:00,6.13
40 days 19:15:00,5.34
40 days 19:30:00,5.05
40 days 19:45:00,4.58
40 days 20:00:00,4.34
40 days 20:15:00,4.22
40 days 20:30:00,4.42
40 days 20:45:00,4.96
40 days 21:00:00,4.78
40 days 21:15:00,4.21
40 days 21:30:00,4.42
40 days 21:45:00,3.72
40 days 22:00:00,3.38
40 days 22:15:00,3.18
40 days 22:30:00,2.8
40 days 22:45:00,2.49
40 days 23:00:00,2.2
40 days 23:15:00,1.79
40 days 23:30:00,1.82
40 days 23:45:00,1.71
41 days 00:00:00,1.58
41 days 00:15:00,1.4
41 days 00:30:00,1.24
41 days 00:45:00,1.2
41 days 01:00:00,1.18
41 days 01:15:00,1.1
41 days 01:30:00,1.11
41 days 01:45:00,1.24
41 days 02:00:00,1.13
41 days 02:15:00,1.14
41 days 02:30:00,1.26
41 days 02:45:00,1.29
41 days 03:00:00,1.49
41 days 03:15:00,1.51
41 days 03:30:00,2.05
41 days 03:45:00,1.97
41 days 04:00:00,2.27
41 days 04:15:00,2.98
41 days 04:30:00,3.24
41 days 04:45:00,3.46
41 days 05:00:00,5.24
41 days 05:15:00,6.21
41 days 05:30:00,7.25
41 days 05:45:00,7.21
41 days 06:00:00,7.22
41 days 06:15:00,7.13
41 days 06:30:00,7.06
41 days 06:45:00,7.62
41 days 07:00:00,6.49
41 days 07:15:00,6.53
41 days 07:30:00,6.87
41 days 07:45:00,6.51
41 days 08:00:00,6.87
41 days 08:15:00,6.66
41 days 08:30:00,6.26
41 days 08:45:00,6.3
41 days 09:00:00,6.53
41 days 09:15:00,6.17
41 days 09:30:00,6.1
41 days 09:45:00,5.98
41 days 10:00:00,5.58
41 days 10:15:00,5.25
41 days 10:30:00,5.43
41 days 10:45:00,5.5
41 days 11:00:00,5.67
41 days 11:15:00,4.93
41 days 11:30:00,5.4
41 days 11:45:00,5.92
41 days 12:00:00,5.8
41 days 12:15:00,5.2
41 days 12:30:00,6.19
41 days 12:45:00,5.08
41 days 13:00:00,4.8
41 days 13:15:00,5.81
41 days 13:30:00,5.64
41 days 13:45:00,6.06
41 days 14:00:00,5.35
41 days 14:15:00,5.25
41 days 14:30:00,5.15
41 days 14:45:00,5.17
41 days 15:00:00,5.63
41 days 15:15:00,5.6
41 days 15:30:00,5.03
41 days 15:45:00,5.57
41 days 16:00:00,6.06
41 days 16:15:00,6.04
41 days 16:30:00,6.7
41 days 16:45:00,6.23
41 days 17:00:00,6.45
41 days 17:15:00,6.5
41 days 17:30:00,5.96
41 days 17:45:00,6.54
41 days 18:00:00,5.72
41 days 18:15:00,6.19
41 days 18:30:00,6.17
41 days 18:45:00,6.12
41 days 19:00:00,5.63
41 days 19:15:00,5.47
41 days 19:30:00,4.92
41 days 19:45:00,4.21
41 days 20:00:00,4.8
41 days 20:15:00,4.37
41 days 20:30:00,3.77
41 days 20:45:00,4.4
41 days 21:00:00,4.55
41 days 21:15:00,4.04
41 days 21:30:00,3.98
41 days 21:45:00,4.03
41 days 22:00:00,3.69
41 days 22:15:00,3.67
41 days 22:30:00,3.76
41 days 22:45:00,2.8
41 days 23:00:00,2.76
41 days 23:15:00,2.52
41 days 23:30:00,2.12
41 days 23:45:00,2.03
42 days 00:00:00,1.91
42 days 00:15:00,1.75
42 days 00:30:00,1.38
42 days 00:45:00,1.43
42 days 01:00:00,1.44
42 days 01:15:00,1.46
42 days 01:30:00,1.38
42 days 01:45:00,1.32
42 days 02:00:00,1.33
42 days 02:15:00,1.37
42 days 02:30:00,1.3
42 days 02:45:00,1.17
42 days 03:00:00,1.18
42 days 03:15:00,1.46
42 days 03:30:00,1.47
42 days 03:45:00,1.43
42 days 04:00:00,1.58
42 days 04:15:00,1.47
42 days 04:30:00,1.56
42 days 04:45:00,1.79
42 days 05:00:00,2.1
42 days 05:15:00,2.21
42 days 05:30:00,2.22
42 days 05:45:00,2.6
42 days 06:00:00,3.62
42 days 06:15:00,4.17
42 days 06:30:00,4.27
42 days 06:45:00,5.97
42 days 07:00:00,6.83
42 days 07:15:00,7.41
42 days 07:30:00,8.27
42 days 07:45:00,8.96
42 days 08:00:00,8.83
42 days 08:15:00,9.29
42 days 08:30:00,9.67
42 days 08:45:00,8.99
42 days 09:00:00,8.63
42 days 09:15:00,8.48
42 days 09:30:00,8.98
42 days 09:45:00,7.49
42 days 10:00:00,9.52
42 days 10:15:00,8.53
42 days 10:30:00,7.54
42 days 10:45:00,7.4
42 days 11:00:00,8.54
42 days 11:15:00,6.66
42 days 11:30:00,6.63
42 days 11:45:00,7.48
42 days 12:00:00,6.92
42 days 12:15:00,7.15
42 days 12:30:00,6.35
42 days 12:45:00,6.71
42 days 13:00:00,6.09
42 days 13:15:00,6.28
42 days 13:30:00,6.48
42 days 13:45:00,6.39
42 days 14:00:00,5.84
42 days 14:15:00,5.14
42 days 14:30:00,5.02
42 days 14:45:00,6.09
42 days 15:00:00,6.29
42 days 15:15:00,5.97
42 days 15:30:00,6.39
42 days 15:45:00,6.11
42 days 16:00:00,7.02
42 days 16:15:00,7.14
42 days 16:30:00,7.39
42 days 16:45:00,8.06
42 days 17:00:00,7.66
42 days 17:15:00,6.21
42 days 17:30:00,6.5
42 days 17:45:00,6.34
42 days 18:00:00,6.78
42 days 18:15:00,6.64
42 days 18:30:00,6.57
42 days 18:45:00,5.64
42 days 19:00:00,5.39
42 days 19:15:00,5.12
42 days 19:30:00,4.8
42 days 19:45:00,4.67
42 days 20:00:00,4.5
42 days 20:15:00,4.13
42 days 20:30:00,3.96
42 days 20:45:00,4.58
42 days 21:00:00,4.35
42 days 21:15:00,3.58
42 days 21:30:00,3.7
42 days 21:45:00,3.32
42 days 22:00:00,3.48
42 days 22:15:00,4.03
42 days 22:30:00,3.61
42 days 22:45:00,3.23
42 days 23:00:00,2.92
42 days 23:15:00,2.61
42 days 23:30:00,2.5
42 days 23:45:00,2.54
43 days 00:00:00,2.23
43 days 00:15:00,1.91
43 days 00:30:00,1.63
43 days 00:45:00,1.62
43 days 01:00:00,1.53
43 days 01:15:00,1.58
43 days 01:30:00,1.52
43 days 01:45:00,1.45
43 days 02:00:00,1.39
43 days 02:15:00,1.18
43 days 02:30:00,1.31
43 days 02:45:00,1.22
43 days 03:00:00,1.39
43 days 03:15:00,1.2
43 days 03:30:00,1.17
43 days 03:45:00,1.22
43 days 04:00:00,1.27
43 days 04:15:00,1.44
43 days 04:30:00,1.37
43 days 04:45:00,1.59
43 days 05:00:00,1.54
43 days 05:15:00,1.76
43 days 05:30:00,1.69
43 days 05:45:00,2.09
43 days 06:00:00,2.91
43 days 06:15:00,3.48
43 days 06:30:00,4.81
43 days 06:45:00,5.04
43 days 07:00:00,5.68
43 days 07:15:00,6.47
43 days 07:30:00,6.8
43 days 07:45:00,7.41
43 days 08:00:00,9.15
43 days 08:15:00,9.16
43 days 08:30:00,8.75
43 days 08:45:00,8.62
43 days 09:00:00,9.68
43 days 09:15:00,9.79
43 days 09:30:00,9.16
43 days 09:45:00,8.43
43 days 10:00:00,9.31
43 days 10:15:00,8.63
43 days 10:30:00,8.51
43 days 10:45:00,8.69
43 days 11:00:00,8.18
43 days 11:15:00,7.37
43 days 11:30:00,7.21
43 days 11:45:00,8.77
43 days 12:00:00,7.95
43 days 12:15:00,7.16
43 days 12:30:00,6.18
43 days 12:45:00,6.72
43 days 13:00:00,6.63
43 days 13:15:00,6.37
43 days 13:30:00,7.06
43 days 13:45:00,6.64
43 days 14:00:00,6.54
43 days 14:15:00,6.44
43 days 14:30:00,6.38
43 days 14:45:00,6.01
43 days 15:00:00,6.2
43 days 15:15:00,6.12
43 days 15:30:00,6.27
43 days 15:45:00,5.81
43 days 16:00:00,6.73
43 days 16:15:00,7.78
43 days 16:30:00,7.72
43 days 16:45:00,8.25
43 days 17:00:00,7.79
43 days 17:15:00,7.15
43 days 17:30:00,7.83
43 days 17:45:00,8.06
43 days 18:00:00,7.99
43 days 18:15:00,7.75
43 days 18:30:00,6.93
43 days 18:45:00,6.69
43 days 19:00:00,6.16
43 days 19:15:00,6.01
43 days 19:30:00,5.33
43 days 19:45:00,5.12
43 days 20:00:00,4.75
43 days 20:15:00,4.71
43 days 20:30:00,3.98
43 days 20:45:00,5.66
43 days 21:00:00,4.58
43 days 21:15:00,4.44
43 days 21:30:00,4.15
43 days 21:45:00,4.14
43 days 22:00:00,3.49
43 days 22:15:00,3.09
43 days 22:30:00,2.8
43 days 22:45:00,2.38
43 days 23:00:00,2.34
43 days 23:15:00,2.43
43 days 23:30:00,1.95
43 days 23:45:00,1.64
44 days 00:00:00,1.35
44 days 00:15:00,1.63
44 days 00:30:00,1.4
44 days 00:45:00,1.25
44 days 01:00:00,1.28
44 days 01:15:00,1.3
44 days 01:30:00,1.16
44 days 01:45:00,1.19
44 days 02:00:00,1.17
44 days 02:15:00,1.23
44 days 02:30:00,1.24
44 days 02:45:00,1.2
44 days 03:00:00,1.59
44 days 03:15:00,1.68
44 days 03:30:00,1.83
44 days 03:45:00,1.84
44 days 04:00:00,2.75
44 days 04:15:00,3.01
44 days 04:30:00,3.1
44 days 04:45:00,3.62
44 days 05:00:00,5.35
44 days 05:15:00,7.24
44 days 05:30:00,7.45
44 days 05:45:00,7.61
44 days 06:00:00,7.39
44 days 06:15:00,7.57
44 days 06:30:00,6.93
44 days 06:45:00,7.93
44 days 07:00:00,7.41
44 days 07:15:00,7.66
44 days 07:30:00,6.69
44 days 07:45:00,7.52
44 days 08:00:00,6.32
44 days 08:15:00,6.58
44 days 08:30:00,5.8
44 days 08:45:00,5.99
44 days 09:00:00,6.11
44 days 09:15:00,6.4
44 days 09:30:00,5.79
44 days 09:45:00,5.84
44 days 10:00:00,5.35
44 days 10:15:00,5.48
44 days 10:30:00,5.39
44 days 10:45:00,5.33
44 days 11:00:00,5.86
44 days 11:15:00,4.71
44 days 11:30:00,5.46
44 days 11:45:00,5.22
44 days 12:00:00,5.3
44 days 12:15:00,4.99
44 days 12:30:00,5.08
44 days 12:45:00,4.93
44 days 13:00:00,5.07
44 days 13:15:00,5.0
44 days 13:30:00,5.14
44 days 13:45:00,4.75
44 days 14:00:00,4.67
44 days 14:15:00,5.15
44 days 14:30:00,5.22
44 days 14:45:00,4.82
44 days 15:00:00,5.17
44 days 15:15:00,5.04
44 days 15:30:00,5.18
44 days 15:45:00,5.13
44 days 16:00:00,5.71
44 days 16:15:00,6.88
44 days 16:30:00,6.46
44 days 16:45:00,6.69
44 days 17:00:00,6.2
44 days 17:15:00,5.65
44 days 17:30:00,6.83
44 days 17:45:00,6.89
44 days 18:00:00,7.19
44 days 18:15:00,6.69
44 days 18:30:00,6.31
44 days 18:45:00,6.49
44 days 19:00:00,6.05
44 days 19:15:00,5.47
44 days 19:30:00,5.23
44 days 19:45:00,5.52
44 days 20:00:00,4.73
44 days 20:15:00,4.19
44 days 20:30:00,4.34
44 days 20:45:00,5.62
44 days 21:00:00,5.0
44 days 21:15:00,4.94
44 days 21:30:00,4.15
44 days 21:45:00,3.75
44 days 22:00:00,3.72
44 days 22:15:00,2.95
44 days 22:30:00,2.74
44 days 22:45:00,2.2
44 days 23:00:00,2.05
44 days 23:15:00,2.09
44 days 23:30:00,1.69
44 days 23:45:00,1.61
45 days 00:00:00,1.44
45 days 00:15:00,1.38
45 days 00:30:00,1.37
45 days 00:45:00,1.23
45 days 01:00:00,1.3
45 days 01:15:00,1.18
45 days 01:30:00,1.25
45 days 01:45:00,1.07
45 days 02:00:00,1.19
45 days 02:15:00,1.3
45 days 02:30:00,1.15
45 days 02:45:00,1.15
45 days 03:00:00,1.44
45 days 03:15:00,1.52
45 days 03:30:00,2.01
45 days 03:45:00,1.95
45 days 04:00:00,2.52
45 days 04:15:00,2.81
45 days 04:30:00,3.34
45 days 04:45:00,3.07
45 days 05:00:00,5.04
45 days 05:15:00,6.71
45 days 05:30:00,6.5
45 days 05:45:00,7.54
45 days 06:00:00,7.46
45 days 06:15:00,6.65
45 days 06:30:00,6.97
45 days 06:45:00,7.06
45 days 07:00:00,6.75
45 days 07:15:00,7.17
45 days 07:30:00,7.26
45 days 07:45:00,6.62
45 days 08:00:00,6.32
45 days 08:15:00,6.26
45 days 08:30:00,6.63
45 days 08:45:00,6.43
45 days 09:00:00,5.95
45 days 09:15:00,5.57
45 days 09:30:00,5.76
45 days 09:45:00,5.76
45 days 10:00:00,5.37
45 days 10:15:00,4.85
45 days 10:30:00,5.22
45 days 10:45:00,5.15
45 days 11:00:00,5.65
45 days 11:15:00,5.61
45 days 11:30:00,5.4
45 days 11:45:00,5.31
45 days 12:00:00,5.04
45 days 12:15:00,5.28
45 days 12:30:00,5.05
45 days 12:45:00,5.81
45 days 13:00:00,5.12
45 days 13:15:00,5.33
45 days 13:30:00,4.63
45 days 13:45:00,4.37
45 days 14:00:00,4.68
45 days 14:15:00,4.69
45 days 14:30:00,5.27
45 days 14:45:00,5.26
45 days 15:00:00,4.96
45 days 15:15:00,5.11
45 days 15:30:00,5.45
45 days 15:45:00,5.11
45 days 16:00:00,5.9
45 days 16:15:00,6.67
45 days 16:30:00,6.61
45 days 16:45:00,6.55
45 days 17:00:00,7.18
45 days 17:15:00,6.6
45 days 17:30:00,6.31
45 days 17:45:00,6.56
45 days 18:00:00,6.61
45 days 18:15:00,6.23
45 days 18:30:00,7.45
45 days 18:45:00,6.89
45 days 19:00:00,6.21
45 days 19:15:00,6.32
45 days 19:30:00,6.15
45 days 19:45:00,5.36
45 days 20:00:00,5.08
45 days 20:15:00,5.06
45 days 20:30:00,4.78
45 days 20:45:00,5.12
45 days 21:00:00,4.56
45 days 21:15:00,4.8
45 days 21:30:00,4.62
45 days 21:45:00,3.99
45 days 22:00:00,3.55
45 days 22:15:00,3.02
45 days 22:30:00,2.73
45 days 22:45:00,2.48
45 days 23:00:00,2.43
45 days 23:15:00,2.01
45 days 23:30:00,1.78
45 days 23:45:00,1.74
46 days 00:00:00,1.67
46 days 00:15:00,1.53
46 days 00:30:00,1.45
46 days 00:45:00,1.41
46 days 01:00:00,1.27
46 days 01:15:00,1.39
46 days 01:30:00,1.42
46 days 01:45:00,1.38
46 days 02:00:00,1.24
46 days 02:15:00,1.28
46 days 02:30:00,1.24
46 days 02:45:00,1.35
46 days 03:00:00,1.65
46 days 03:15:00,1.78
46 days 03:30:00,1.96
46 days 03:45:00,1.96
46 days 04:00:00,2.52
46 days 04:15:00,2.64
46 days 04:30:00,3.37
46 days 04:45:00,4.02
46 days 05:00:00,5.49
46 days 05:15:00,6.58
46 days 05:30:00,7.41
46 days 05:45:00,7.58
46 days 06:00:00,7.48
46 days 06:15:00,7.09
46 days 06:30:00,7.59
46 days 06:45:00,7.05
46 days 07:00:00,7.33
46 days 07:15:00,7.62
46 days 07:30:00,6.68
46 days 07:45:00,6.86
46 days 08:00:00,6.13
46 days 08:15:00,6.62
46 days 08:30:00,7.57
46 days 08:45:00,6.77
46 days 09:00:00,5.87
46 days 09:15:00,6.26
46 days 09:30:00,6.28
46 days 09:45:00,5.76
46 days 10:00:00,6.17
46 days 10:15:00,6.49
46 days 10:30:00,5.62
46 days 10:45:00,5.5
46 days 11:00:00,5.77
46 days 11:15:00,5.49
46 days 11:30:00,5.64
46 days 11:45:00,5.73
46 days 12:00:00,5.38
46 days 12:15:00,4.84
46 days 12:30:00,4.46
46 days 12:45:00,4.96
46 days 13:00:00,4.94
46 days 13:15:00,4.89
46 days 13:30:00,4.94
46 days 13:45:00,4.38
46 days 14:00:00,5.02
46 days 14:15:00,4.85
46 days 14:30:00,4.89
46 days 14:45:00,4.86
46 days 15:00:00,5.55
46 days 15:15:00,4.84
46 days 15:30:00,4.95
46 days 15:45:00,5.46
46 days 16:00:00,6.15
46 days 16:15:00,6.04
46 days 16:30:00,6.12
46 days 16:45:00,6.77
46 days 17:00:00,6.41
46 days 17:15:00,6.54
46 days 17:30:00,6.77
46 days 17:45:00,6.34
46 days 18:00:00,6.69
46 days 18:15:00,6.17
46 days 18:30:00,6.32
46 days 18:45:00,5.97
46 days 19:00:00,5.9
46 days 19:15:00,5.55
46 days 19:30:00,5.32
46 days 19:45:00,4.99
46 days 20:00:00,4.72
46 days 20:15:00,4.13
46 days 20:30:00,4.75
46 days 20:45:00,4.46
46 days 21:00:00,5.12
46 days 21:15:00,4.25
46 days 21:30:00,4.21
46 days 21:45:00,4.02
46 days 22:00:00,3.4
46 days 22:15:00,3.1
46 days 22:30:00,3.03
46 days 22:45:00,2.35
46 days 23:00:00,2.3
46 days 23:15:00,1.78
46 days 23:30:00,1.9
46 days 23:45:00,1.78
47 days 00:00:00,1.45
47 days 00:15:00,1.46
47 days 00:30:00,1.22
47 days 00:45:00,1.21
47 days 01:00:00,1.21
47 days 01:15:00,1.13
47 days 01:30:00,1.2
47 days 01:45:00,1.15
47 days 02:00:00,1.15
47 days 02:15:00,1.19
47 days 02:30:00,1.18
47 days 02:45:00,1.3
47 days 03:00:00,1.54
47 days 03:15:00,1.4
47 days 03:30:00,1.8
47 days 03:45:00,1.64
47 days 04:00:00,2.4
47 days 04:15:00,2.82
47 days 04:30:00,2.91
47 days 04:45:00,3.28
47 days 05:00:00,3.81
47 days 05:15:00,4.58
47 days 05:30:00,4.75
47 days 05:45:00,6.05
47 days 06:00:00,6.39
47 days 06:15:00,6.43
47 days 06:30:00,7.26
47 days 06:45:00,7.07
47 days 07:00:00,6.89
47 days 07:15:00,6.9
47 days 07:30:00,5.89
47 days 07:45:00,6.66
47 days 08:00:00,6.86
47 days 08:15:00,7.19
47 days 08:30:00,6.74
47 days 08:45:00,7.02
47 days 09:00:00,6.41
47 days 09:15:00,7.51
47 days 09:30:00,5.96
47 days 09:45:00,5.69
47 days 10:00:00,5.89
47 days 10:15:00,5.7
47 days 10:30:00,5.67
47 days 10:45:00,5.67
47 days 11:00:00,5.55
47 days 11:15:00,5.51
47 days 11:30:00,5.59
47 days 11:45:00,5.29
47 days 12:00:00,5.51
47 days 12:15:00,5.41
47 days 12:30:00,5.59
47 days 12:45:00,5.53
47 days 13:00:00,5.47
47 days 13:15:00,4.87
47 days 13:30:00,5.05
47 days 13:45:00,4.72
47 days 14:00:00,5.18
47 days 14:15:00,4.95
47 days 14:30:00,5.36
47 days 14:45:00,4.76
47 days 15:00:00,4.77
47 days 15:15:00,5.36
47 days 15:30:00,5.49
47 days 15:45:00,5.28
47 days 16:00:00,5.9
47 days 16:15:00,6.4
47 days 16:30:00,5.73
47 days 16:45:00,6.06
47 days 17:00:00,7.01
47 days 17:15:00,7.0
47 days 17:30:00,6.72
47 days 17:45:00,7.12
47 days 18:00:00,6.9
