Unnamed: 0,p1,p3,p2
249 days 14:15:00,103.65,113.31,41.27
249 days 14:30:00,103.65,113.3,41.37
249 days 14:45:00,103.65,113.3,41.38
249 days 15:00:00,103.65,113.27,41.27
249 days 15:15:00,103.65,113.27,41.24
249 days 15:30:00,103.65,113.3,41.3
249 days 15:45:00,103.65,113.28,41.29
249 days 16:00:00,103.65,113.25,41.22
249 days 16:15:00,103.65,113.29,41.25
249 days 16:30:00,103.65,113.29,41.17
249 days 16:45:00,103.65,113.3,41.2
249 days 17:00:00,103.65,113.3,41.26
249 days 17:15:00,103.65,113.28,41.25
249 days 17:30:00,103.65,113.3,41.22
249 days 17:45:00,103.65,113.27,41.14
249 days 18:00:00,103.64,113.3,41.19
249 days 18:15:00,103.64,113.25,41.14
249 days 18:30:00,103.65,113.28,41.3
249 days 18:45:00,103.65,113.3,41.24
249 days 19:00:00,103.65,113.31,41.25
249 days 19:15:00,103.65,113.3,41.39
249 days 19:30:00,103.65,113.31,41.42
249 days 19:45:00,103.65,113.31,41.37
249 days 20:00:00,103.65,113.3,41.45
249 days 20:15:00,103.66,113.31,41.46
249 days 20:30:00,103.66,113.3,41.47
249 days 20:45:00,103.66,113.31,41.5
249 days 21:00:00,103.66,113.3,41.48
249 days 21:15:00,103.66,113.31,41.52
249 days 21:30:00,103.66,113.32,41.6
249 days 21:45:00,103.66,113.32,41.62
249 days 22:00:00,103.66,113.32,41.64
249 days 22:15:00,103.66,113.32,41.66
249 days 22:30:00,103.66,113.32,41.66
249 days 22:45:00,103.66,113.32,41.67
249 days 23:00:00,103.66,113.32,41.69
249 days 23:15:00,103.66,113.32,41.69
249 days 23:30:00,103.66,113.32,41.68
249 days 23:45:00,103.66,113.32,41.69
250 days 00:00:00,103.66,113.32,41.68
250 days 00:15:00,103.66,113.32,41.69
250 days 00:30:00,103.66,113.32,41.69
250 days 00:45:00,103.66,113.32,41.69
250 days 01:00:00,103.66,113.32,41.69
250 days 01:15:00,103.66,113.32,41.69
250 days 01:30:00,103.66,113.32,41.69
250 days 01:45:00,103.66,113.32,41.69
250 days 02:00:00,103.66,113.32,41.68
250 days 02:15:00,103.66,113.32,41.67
250 days 02:30:00,103.66,113.32,41.67
250 days 02:45:00,103.66,113.32,41.63
250 days 03:00:00,103.66,113.32,41.62
250 days 03:15:00,103.66,113.32,41.58
250 days 03:30:00,103.66,113.32,41.55
250 days 03:45:00,103.65,113.31,41.5
250 days 04:00:00,103.65,113.29,41.35
250 days 04:15:00,103.65,113.3,41.24
250 days 04:30:00,103.64,113.29,41.12
250 days 04:45:00,103.64,113.27,41.04
250 days 05:00:00,103.65,113.26,41.02
250 days 05:15:00,103.65,113.28,41.2
250 days 05:30:00,103.64,113.29,41.22
250 days 05:45:00,103.64,113.29,41.16
250 days 06:00:00,103.65,113.3,41.29
250 days 06:15:00,103.64,113.3,41.17
250 days 06:30:00,103.64,113.3,41.27
250 days 06:45:00,103.65,113.31,41.32
250 days 07:00:00,103.65,113.3,41.35
250 days 07:15:00,103.65,113.3,41.35
250 days 07:30:00,103.65,113.31,41.33
250 days 07:45:00,103.65,113.29,41.25
250 days 08:00:00,103.65,113.29,41.31
250 days 08:15:00,103.65,113.31,41.41
250 days 08:30:00,103.66,113.31,41.42
250 days 08:45:00,103.65,113.31,41.44
250 days 09:00:00,103.65,113.3,41.41
250 days 09:15:00,103.65,113.3,41.41
250 days 09:30:00,103.65,113.3,41.39
250 days 09:45:00,103.66,113.32,41.47
250 days 10:00:00,103.66,113.3,41.45
250 days 10:15:00,103.65,113.3,41.41
250 days 10:30:00,103.66,113.3,41.48
250 days 10:45:00,103.66,113.31,41.47
250 days 11:00:00,103.66,113.31,41.46
250 days 11:15:00,103.66,113.31,41.46
250 days 11:30:00,103.66,113.31,41.46
250 days 11:45:00,103.66,113.31,41.48
250 days 12:00:00,103.66,113.31,41.48
250 days 12:15:00,103.66,113.31,41.45
250 days 12:30:00,103.65,113.32,41.48
250 days 12:45:00,103.66,113.31,41.48
250 days 13:00:00,103.66,113.31,41.43
250 days 13:15:00,103.66,113.3,41.41
250 days 13:30:00,103.65,113.31,41.47
250 days 13:45:00,103.66,113.32,41.49
250 days 14:00:00,103.65,113.3,41.42
250 days 14:15:00,103.65,113.3,41.35
250 days 14:30:00,103.65,113.31,41.4
250 days 14:45:00,103.66,113.3,41.46
250 days 15:00:00,103.65,113.31,41.45
250 days 15:15:00,103.65,113.3,41.37
250 days 15:30:00,103.65,113.28,41.28
250 days 15:45:00,103.65,113.26,41.22
250 days 16:00:00,103.65,113.27,41.2
250 days 16:15:00,103.65,113.3,41.25
250 days 16:30:00,103.65,113.31,41.34
250 days 16:45:00,103.65,113.31,41.36
250 days 17:00:00,103.65,113.29,41.26
250 days 17:15:00,103.65,113.28,41.2
250 days 17:30:00,103.65,113.28,41.32
250 days 17:45:00,103.65,113.29,41.33
250 days 18:00:00,103.65,113.29,41.36
250 days 18:15:00,103.65,113.29,41.35
250 days 18:30:00,103.65,113.29,41.42
250 days 18:45:00,103.65,113.31,41.42
250 days 19:00:00,103.65,113.3,41.34
250 days 19:15:00,103.65,113.31,41.42
250 days 19:30:00,103.65,113.31,41.44
250 days 19:45:00,103.65,113.31,41.42
250 days 20:00:00,103.65,113.31,41.41
250 days 20:15:00,103.65,113.32,41.51
250 days 20:30:00,103.66,113.31,41.51
250 days 20:45:00,103.66,113.31,41.49
250 days 21:00:00,103.66,113.32,41.51
250 days 21:15:00,103.66,113.31,41.52
250 days 21:30:00,103.66,113.32,41.58
250 days 21:45:00,103.66,113.32,41.6
250 days 22:00:00,103.66,113.32,41.63
250 days 22:15:00,103.66,113.32,41.64
250 days 22:30:00,103.66,113.32,41.65
250 days 22:45:00,103.66,113.32,41.66
250 days 23:00:00,103.66,113.32,41.64
250 days 23:15:00,103.66,113.32,41.67
250 days 23:30:00,103.66,113.32,41.68
250 days 23:45:00,103.66,113.32,41.68
251 days 00:00:00,103.66,113.32,41.69
251 days 00:15:00,103.66,113.32,41.68
251 days 00:30:00,103.66,113.32,41.69
251 days 00:45:00,103.66,113.32,41.69
251 days 01:00:00,103.66,113.32,41.69
251 days 01:15:00,103.66,113.32,41.69
251 days 01:30:00,103.66,113.32,41.69
251 days 01:45:00,103.66,113.32,41.69
251 days 02:00:00,103.66,113.32,41.69
251 days 02:15:00,103.66,113.32,41.67
251 days 02:30:00,103.66,113.32,41.66
251 days 02:45:00,103.66,113.32,41.66
251 days 03:00:00,103.66,113.32,41.62
251 days 03:15:00,103.66,113.32,41.63
251 days 03:30:00,103.66,113.32,41.58
251 days 03:45:00,103.65,113.32,41.54
251 days 04:00:00,103.65,113.32,41.41
251 days 04:15:00,103.64,113.3,41.23
251 days 04:30:00,103.64,113.29,41.18
251 days 04:45:00,103.64,113.27,41.09
251 days 05:00:00,103.65,113.24,40.94
251 days 05:15:00,103.65,113.28,41.18
251 days 05:30:00,103.64,113.29,41.14
251 days 05:45:00,103.64,113.29,41.18
251 days 06:00:00,103.64,113.3,41.18
251 days 06:15:00,103.65,113.3,41.19
251 days 06:30:00,103.64,113.29,41.25
251 days 06:45:00,103.65,113.3,41.32
251 days 07:00:00,103.65,113.3,41.31
251 days 07:15:00,103.65,113.31,41.26
251 days 07:30:00,103.65,113.31,41.3
251 days 07:45:00,103.65,113.3,41.33
251 days 08:00:00,103.65,113.3,41.34
251 days 08:15:00,103.64,113.3,41.36
251 days 08:30:00,103.65,113.3,41.37
251 days 08:45:00,103.65,113.3,41.35
251 days 09:00:00,103.65,113.31,41.39
251 days 09:15:00,103.65,113.31,41.46
251 days 09:30:00,103.65,113.31,41.45
251 days 09:45:00,103.65,113.31,41.48
251 days 10:00:00,103.65,113.31,41.44
251 days 10:15:00,103.65,113.31,41.41
251 days 10:30:00,103.65,113.31,41.44
251 days 10:45:00,103.65,113.31,41.41
251 days 11:00:00,103.65,113.3,41.37
251 days 11:15:00,103.65,113.3,41.44
251 days 11:30:00,103.65,113.3,41.42
251 days 11:45:00,103.65,113.3,41.41
251 days 12:00:00,103.65,113.3,41.41
251 days 12:15:00,103.65,113.31,41.39
251 days 12:30:00,103.65,113.3,41.33
251 days 12:45:00,103.65,113.31,41.34
251 days 13:00:00,103.65,113.31,41.45
251 days 13:15:00,103.66,113.3,41.41
251 days 13:30:00,103.66,113.3,41.39
251 days 13:45:00,103.66,113.3,41.43
251 days 14:00:00,103.65,113.31,41.39
251 days 14:15:00,103.65,113.3,41.4
251 days 14:30:00,103.65,113.32,41.37
251 days 14:45:00,103.65,113.31,41.46
251 days 15:00:00,103.65,113.31,41.4
251 days 15:15:00,103.65,113.3,41.32
251 days 15:30:00,103.65,113.3,41.37
251 days 15:45:00,103.65,113.31,41.38
251 days 16:00:00,103.65,113.3,41.31
251 days 16:15:00,103.65,113.3,41.32
251 days 16:30:00,103.65,113.3,41.31
251 days 16:45:00,103.65,113.31,41.31
251 days 17:00:00,103.64,113.3,41.23
251 days 17:15:00,103.65,113.29,41.19
251 days 17:30:00,103.64,113.27,41.19
251 days 17:45:00,103.65,113.29,41.29
251 days 18:00:00,103.65,112.99,40.81
251 days 18:15:00,103.66,113.3,41.31
251 days 18:30:00,103.65,113.3,41.39
251 days 18:45:00,103.65,113.3,41.45
251 days 19:00:00,103.66,113.31,41.45
251 days 19:15:00,103.65,113.31,41.42
251 days 19:30:00,103.65,113.31,41.47
251 days 19:45:00,103.65,113.32,41.49
251 days 20:00:00,103.66,113.32,41.52
251 days 20:15:00,103.66,113.31,41.5
251 days 20:30:00,103.66,113.32,41.52
251 days 20:45:00,103.66,113.32,41.55
251 days 21:00:00,103.66,113.32,41.55
251 days 21:15:00,103.66,113.32,41.55
251 days 21:30:00,103.66,113.32,41.58
251 days 21:45:00,103.66,113.32,41.58
251 days 22:00:00,103.66,113.32,41.59
251 days 22:15:00,103.66,113.32,41.61
251 days 22:30:00,103.66,113.32,41.61
251 days 22:45:00,103.66,113.32,41.64
251 days 23:00:00,103.66,113.32,41.66
251 days 23:15:00,103.66,113.32,41.66
251 days 23:30:00,103.66,113.32,41.67
251 days 23:45:00,103.66,113.32,41.65
252 days 00:00:00,103.66,113.32,41.66
252 days 00:15:00,103.66,113.32,41.66
252 days 00:30:00,103.66,113.32,41.68
252 days 00:45:00,103.66,113.32,41.68
252 days 01:00:00,103.66,113.32,41.68
252 days 01:15:00,103.66,113.32,41.68
252 days 01:30:00,103.66,113.32,41.68
252 days 01:45:00,103.66,113.32,41.69
252 days 02:00:00,103.66,113.32,41.69
252 days 02:15:00,103.66,113.32,41.68
252 days 02:30:00,103.66,113.32,41.69
252 days 02:45:00,103.66,113.32,41.68
252 days 03:00:00,103.66,113.32,41.66
252 days 03:15:00,103.66,113.32,41.66
252 days 03:30:00,103.66,113.32,41.65
252 days 03:45:00,103.66,113.32,41.64
252 days 04:00:00,103.66,113.32,41.63
252 days 04:15:00,103.66,113.32,41.62
252 days 04:30:00,103.66,113.32,41.59
252 days 04:45:00,103.66,113.32,41.57
252 days 05:00:00,103.66,113.32,41.48
252 days 05:15:00,103.65,113.31,41.37
252 days 05:30:00,103.65,113.31,41.41
252 days 05:45:00,103.65,113.3,41.32
252 days 06:00:00,103.65,113.3,41.29
252 days 06:15:00,103.65,113.28,41.19
252 days 06:30:00,103.63,113.3,41.17
252 days 06:45:00,103.64,113.3,41.14
252 days 07:00:00,103.64,113.28,41.09
252 days 07:15:00,103.64,113.3,41.1
252 days 07:30:00,103.64,113.3,41.05
252 days 07:45:00,103.64,113.3,41.01
252 days 08:00:00,103.63,113.29,40.9
252 days 08:15:00,103.63,113.29,40.99
252 days 08:30:00,103.64,113.28,40.96
252 days 08:45:00,103.64,113.29,40.98
252 days 09:00:00,103.64,113.29,41.0
252 days 09:15:00,103.64,113.3,41.14
252 days 09:30:00,103.64,113.29,41.12
252 days 09:45:00,103.64,113.29,41.14
252 days 10:00:00,103.64,113.26,41.04
252 days 10:15:00,103.64,113.23,41.07
252 days 10:30:00,103.64,113.25,41.11
252 days 10:45:00,103.65,113.27,41.14
252 days 11:00:00,103.64,113.28,41.21
252 days 11:15:00,103.64,113.28,41.18
252 days 11:30:00,103.65,113.3,41.29
252 days 11:45:00,103.65,113.29,41.2
252 days 12:00:00,103.65,113.29,41.23
252 days 12:15:00,103.65,113.3,41.25
252 days 12:30:00,103.65,113.31,41.32
252 days 12:45:00,103.65,113.31,41.35
252 days 13:00:00,103.65,113.31,41.34
252 days 13:15:00,103.65,113.31,41.4
252 days 13:30:00,103.65,113.31,41.39
252 days 13:45:00,103.65,113.3,41.33
252 days 14:00:00,103.65,113.29,41.25
252 days 14:15:00,103.65,113.3,41.27
252 days 14:30:00,103.65,113.31,41.34
252 days 14:45:00,103.65,113.3,41.35
252 days 15:00:00,103.64,113.29,41.32
252 days 15:15:00,103.65,113.29,41.26
252 days 15:30:00,103.65,113.3,41.27
252 days 15:45:00,103.65,113.29,41.3
252 days 16:00:00,103.65,113.3,41.33
252 days 16:15:00,103.65,113.29,41.27
252 days 16:30:00,103.65,113.31,41.35
252 days 16:45:00,103.65,113.29,41.32
252 days 17:00:00,103.65,113.3,41.39
252 days 17:15:00,103.65,113.29,41.31
252 days 17:30:00,103.65,113.29,41.35
252 days 17:45:00,103.65,113.3,41.38
252 days 18:00:00,103.65,113.3,41.38
252 days 18:15:00,103.65,113.26,41.28
252 days 18:30:00,103.65,113.31,41.41
252 days 18:45:00,103.66,113.31,41.51
252 days 19:00:00,103.66,113.31,41.45
252 days 19:15:00,103.66,113.32,41.54
252 days 19:30:00,103.66,113.32,41.53
252 days 19:45:00,103.65,113.32,41.48
252 days 20:00:00,103.65,113.31,41.48
252 days 20:15:00,103.66,113.3,41.49
252 days 20:30:00,103.66,113.31,41.53
252 days 20:45:00,103.66,113.3,41.52
252 days 21:00:00,103.66,113.32,41.57
252 days 21:15:00,103.66,113.31,41.53
252 days 21:30:00,103.66,113.32,41.57
252 days 21:45:00,103.66,113.32,41.57
252 days 22:00:00,103.66,113.32,41.59
252 days 22:15:00,103.66,113.32,41.61
252 days 22:30:00,103.66,113.32,41.65
252 days 22:45:00,103.66,113.32,41.64
252 days 23:00:00,103.66,113.32,41.65
252 days 23:15:00,103.66,113.32,41.66
252 days 23:30:00,103.66,113.32,41.66
252 days 23:45:00,103.66,113.32,41.67
253 days 00:00:00,103.66,113.32,41.66
253 days 00:15:00,103.66,113.32,41.67
253 days 00:30:00,103.66,113.32,41.69
253 days 00:45:00,103.66,113.32,41.68
253 days 01:00:00,103.66,113.32,41.68
253 days 01:15:00,103.66,113.32,41.68
253 days 01:30:00,103.66,113.32,41.68
253 days 01:45:00,103.66,113.32,41.69
253 days 02:00:00,103.66,113.32,41.68
253 days 02:15:00,103.66,113.32,41.68
253 days 02:30:00,103.66,113.32,41.69
253 days 02:45:00,103.66,113.32,41.68
253 days 03:00:00,103.66,113.32,41.69
253 days 03:15:00,103.66,113.32,41.68
253 days 03:30:00,103.66,113.32,41.67
253 days 03:45:00,103.66,113.32,41.66
253 days 04:00:00,103.66,113.32,41.66
253 days 04:15:00,103.66,113.32,41.66
253 days 04:30:00,103.66,113.32,41.65
253 days 04:45:00,103.66,113.32,41.62
253 days 05:00:00,103.66,113.32,41.55
253 days 05:15:00,103.66,113.32,41.56
253 days 05:30:00,103.66,113.32,41.47
253 days 05:45:00,103.66,113.32,41.44
253 days 06:00:00,103.65,113.31,41.39
253 days 06:15:00,103.65,113.3,41.32
253 days 06:30:00,103.65,113.3,41.13
253 days 06:45:00,103.65,113.28,41.05
253 days 07:00:00,103.64,113.3,41.13
253 days 07:15:00,103.64,113.3,41.15
253 days 07:30:00,103.64,113.28,40.96
253 days 07:45:00,103.64,113.26,40.96
253 days 08:00:00,103.64,113.26,41.0
253 days 08:15:00,103.63,113.27,41.01
253 days 08:30:00,103.64,113.27,41.07
253 days 08:45:00,103.63,113.3,41.06
253 days 09:00:00,103.63,113.27,40.99
253 days 09:15:00,103.64,113.29,41.05
253 days 09:30:00,103.64,113.28,41.16
253 days 09:45:00,103.64,113.3,41.21
253 days 10:00:00,103.64,113.31,41.26
253 days 10:15:00,103.64,113.3,41.14
253 days 10:30:00,103.64,113.28,41.15
253 days 10:45:00,103.65,113.3,41.24
253 days 11:00:00,103.65,113.3,41.29
253 days 11:15:00,103.64,113.29,41.18
253 days 11:30:00,103.65,113.29,41.17
253 days 11:45:00,103.65,113.3,41.26
253 days 12:00:00,103.65,113.29,41.24
253 days 12:15:00,103.65,113.29,41.24
253 days 12:30:00,103.65,113.29,41.25
253 days 12:45:00,103.65,113.31,41.33
253 days 13:00:00,103.65,113.31,41.4
253 days 13:15:00,103.65,113.31,41.35
253 days 13:30:00,103.65,113.3,41.39
253 days 13:45:00,103.65,113.3,41.24
253 days 14:00:00,103.65,113.3,41.36
253 days 14:15:00,103.65,113.31,41.4
253 days 14:30:00,103.65,113.3,41.34
253 days 14:45:00,103.65,113.29,41.22
253 days 15:00:00,103.65,113.27,41.19
253 days 15:15:00,103.64,113.25,41.1
253 days 15:30:00,103.65,113.25,41.13
253 days 15:45:00,103.65,113.29,41.32
253 days 16:00:00,103.64,113.27,41.09
253 days 16:15:00,103.65,113.3,41.22
253 days 16:30:00,103.65,113.29,41.2
253 days 16:45:00,103.64,113.29,41.15
253 days 17:00:00,103.63,113.27,41.02
253 days 17:15:00,103.64,113.29,41.04
253 days 17:30:00,103.64,113.27,41.15
253 days 17:45:00,103.64,113.23,41.0
253 days 18:00:00,103.65,113.28,41.16
253 days 18:15:00,103.65,113.3,41.25
253 days 18:30:00,103.65,113.3,41.36
253 days 18:45:00,103.65,113.31,41.36
253 days 19:00:00,103.65,113.32,41.37
253 days 19:15:00,103.65,113.31,41.42
253 days 19:30:00,103.65,113.29,41.36
253 days 19:45:00,103.65,113.28,41.21
253 days 20:00:00,103.65,113.31,41.42
253 days 20:15:00,103.65,113.31,41.46
253 days 20:30:00,103.66,113.3,41.47
253 days 20:45:00,103.66,113.31,41.53
253 days 21:00:00,103.66,113.32,41.58
253 days 21:15:00,103.66,113.32,41.56
253 days 21:30:00,103.66,113.32,41.61
253 days 21:45:00,103.66,113.32,41.59
253 days 22:00:00,103.66,113.32,41.64
253 days 22:15:00,103.66,113.32,41.66
253 days 22:30:00,103.66,113.32,41.66
253 days 22:45:00,103.66,113.32,41.67
253 days 23:00:00,103.66,113.32,41.67
253 days 23:15:00,103.66,113.32,41.67
253 days 23:30:00,103.66,113.32,41.68
253 days 23:45:00,103.66,113.32,41.68
254 days 00:00:00,103.66,113.32,41.68
254 days 00:15:00,103.66,113.32,41.68
254 days 00:30:00,103.66,113.32,41.69
254 days 00:45:00,103.66,113.32,41.69
254 days 01:00:00,103.66,113.32,41.69
254 days 01:15:00,103.66,113.32,41.69
254 days 01:30:00,103.66,113.32,41.68
254 days 01:45:00,103.66,113.32,41.68
254 days 02:00:00,103.66,113.32,41.68
254 days 02:15:00,103.66,113.32,41.68
254 days 02:30:00,103.66,113.32,41.66
254 days 02:45:00,103.66,113.32,41.66
254 days 03:00:00,103.66,113.32,41.61
254 days 03:15:00,103.66,113.32,41.6
254 days 03:30:00,103.66,113.32,41.55
254 days 03:45:00,103.66,113.31,41.47
254 days 04:00:00,103.65,113.3,41.35
254 days 04:15:00,103.65,113.3,41.21
254 days 04:30:00,103.64,113.29,41.1
254 days 04:45:00,103.64,113.3,41.14
254 days 05:00:00,103.65,113.27,41.05
254 days 05:15:00,103.64,113.27,41.05
254 days 05:30:00,103.64,113.29,41.06
254 days 05:45:00,103.64,113.28,41.04
254 days 06:00:00,103.65,113.29,41.21
254 days 06:15:00,103.65,113.29,41.13
254 days 06:30:00,103.65,113.28,41.2
254 days 06:45:00,103.65,113.3,41.25
254 days 07:00:00,103.64,113.29,41.21
254 days 07:15:00,103.64,113.3,41.27
254 days 07:30:00,103.65,113.3,41.19
254 days 07:45:00,103.65,113.3,41.25
254 days 08:00:00,103.65,113.29,41.3
254 days 08:15:00,103.65,113.29,41.27
254 days 08:30:00,103.65,113.3,41.32
254 days 08:45:00,103.65,113.3,41.32
254 days 09:00:00,103.65,113.3,41.4
254 days 09:15:00,103.65,113.31,41.36
254 days 09:30:00,103.65,113.31,41.39
254 days 09:45:00,103.65,113.31,41.41
254 days 10:00:00,103.65,113.3,41.37
254 days 10:15:00,103.65,113.31,41.44
254 days 10:30:00,103.65,113.31,41.43
254 days 10:45:00,103.65,113.31,41.41
254 days 11:00:00,103.65,113.31,41.44
254 days 11:15:00,103.65,113.31,41.4
254 days 11:30:00,103.65,113.31,41.42
254 days 11:45:00,103.65,113.31,41.44
254 days 12:00:00,103.66,113.31,41.44
254 days 12:15:00,103.65,113.32,41.44
254 days 12:30:00,103.66,113.3,41.36
254 days 12:45:00,103.65,113.31,41.41
254 days 13:00:00,103.65,113.32,41.41
254 days 13:15:00,103.66,113.31,41.47
254 days 13:30:00,103.66,113.3,41.41
254 days 13:45:00,103.65,113.3,41.42
254 days 14:00:00,103.65,113.32,41.42
254 days 14:15:00,103.65,113.3,41.38
254 days 14:30:00,103.65,113.31,41.38
254 days 14:45:00,103.65,113.31,41.4
254 days 15:00:00,103.65,113.29,41.31
254 days 15:15:00,103.65,113.27,41.28
254 days 15:30:00,103.65,113.29,41.35
254 days 15:45:00,103.65,113.29,41.32
254 days 16:00:00,103.65,113.28,41.22
254 days 16:15:00,103.65,113.3,41.31
254 days 16:30:00,103.65,113.29,41.29
254 days 16:45:00,103.65,113.29,41.11
254 days 17:00:00,103.64,113.31,41.32
254 days 17:15:00,103.64,113.3,41.23
254 days 17:30:00,103.65,113.29,41.26
254 days 17:45:00,103.64,113.29,41.19
254 days 18:00:00,103.64,113.27,41.19
254 days 18:15:00,103.65,113.27,41.2
254 days 18:30:00,103.65,113.29,41.3
254 days 18:45:00,103.66,113.32,41.35
254 days 19:00:00,103.65,113.31,41.34
254 days 19:15:00,103.65,113.31,41.44
254 days 19:30:00,103.65,113.31,41.45
254 days 19:45:00,103.65,113.29,41.4
254 days 20:00:00,103.66,113.31,41.46
254 days 20:15:00,103.65,113.31,41.46
254 days 20:30:00,103.66,113.31,41.52
254 days 20:45:00,103.66,113.31,41.53
254 days 21:00:00,103.66,113.32,41.56
254 days 21:15:00,103.66,113.31,41.58
254 days 21:30:00,103.66,113.32,41.6
254 days 21:45:00,103.66,113.32,41.64
254 days 22:00:00,103.66,113.32,41.63
254 days 22:15:00,103.66,113.32,41.65
254 days 22:30:00,103.66,113.32,41.66
254 days 22:45:00,103.66,113.32,41.68
254 days 23:00:00,103.66,113.32,41.68
254 days 23:15:00,103.66,113.32,41.68
254 days 23:30:00,103.66,113.32,41.68
254 days 23:45:00,103.66,113.32,41.69
255 days 00:00:00,103.66,113.32,41.68
255 days 00:15:00,103.66,113.32,41.68
255 days 00:30:00,103.66,113.32,41.69
255 days 00:45:00,103.66,113.32,41.69
255 days 01:00:00,103.66,113.32,41.69
255 days 01:15:00,103.66,113.32,41.69
255 days 01:30:00,103.66,113.32,41.69
255 days 01:45:00,103.66,113.32,41.68
255 days 02:00:00,103.66,113.32,41.68
255 days 02:15:00,103.66,113.32,41.68
255 days 02:30:00,103.66,113.32,41.66
255 days 02:45:00,103.66,113.32,41.63
255 days 03:00:00,103.66,113.32,41.62
255 days 03:15:00,103.66,113.32,41.61
255 days 03:30:00,103.66,113.32,41.6
255 days 03:45:00,103.65,113.32,41.52
255 days 04:00:00,103.65,113.3,41.32
255 days 04:15:00,103.65,113.3,41.25
255 days 04:30:00,103.65,113.29,41.11
255 days 04:45:00,103.65,113.3,41.17
255 days 05:00:00,103.65,113.29,41.13
255 days 05:15:00,103.64,113.29,41.15
255 days 05:30:00,103.64,113.29,41.22
255 days 05:45:00,103.64,113.28,41.18
255 days 06:00:00,103.64,113.28,41.16
255 days 06:15:00,103.65,113.29,41.24
255 days 06:30:00,103.65,113.29,41.27
255 days 06:45:00,103.65,113.3,41.35
255 days 07:00:00,103.65,113.3,41.31
255 days 07:15:00,103.65,113.29,41.27
255 days 07:30:00,103.65,113.3,41.27
255 days 07:45:00,103.65,113.29,41.24
255 days 08:00:00,103.65,113.29,41.31
255 days 08:15:00,103.65,113.3,41.36
255 days 08:30:00,103.65,113.3,41.35
255 days 08:45:00,103.65,113.3,41.4
255 days 09:00:00,103.65,113.3,41.4
255 days 09:15:00,103.65,113.3,41.43
255 days 09:30:00,103.65,113.3,41.41
255 days 09:45:00,103.65,113.31,41.41
255 days 10:00:00,103.65,113.3,41.4
255 days 10:15:00,103.65,113.3,41.4
255 days 10:30:00,103.65,113.3,41.43
255 days 10:45:00,103.66,113.3,41.43
255 days 11:00:00,103.66,113.31,41.46
255 days 11:15:00,103.66,113.31,41.43
255 days 11:30:00,103.66,113.31,41.43
255 days 11:45:00,103.66,113.31,41.47
255 days 12:00:00,103.66,113.3,41.45
255 days 12:15:00,103.66,113.31,41.5
255 days 12:30:00,103.65,113.31,41.51
255 days 12:45:00,103.65,113.31,41.45
255 days 13:00:00,103.65,113.32,41.44
255 days 13:15:00,103.65,113.32,41.45
255 days 13:30:00,103.66,113.3,41.45
255 days 13:45:00,103.65,113.32,41.49
255 days 14:00:00,103.65,113.31,41.45
255 days 14:15:00,103.65,113.31,41.41
255 days 14:30:00,103.65,113.31,41.42
255 days 14:45:00,103.65,113.32,41.46
255 days 15:00:00,103.65,113.29,41.39
255 days 15:15:00,103.65,113.3,41.36
255 days 15:30:00,103.65,113.29,41.28
255 days 15:45:00,103.65,113.28,41.31
255 days 16:00:00,103.65,113.29,41.36
255 days 16:15:00,103.65,113.27,41.17
255 days 16:30:00,103.64,113.26,41.13
255 days 16:45:00,103.64,113.26,41.14
255 days 17:00:00,103.65,113.26,41.11
255 days 17:15:00,103.64,113.25,40.96
255 days 17:30:00,103.64,113.29,41.15
255 days 17:45:00,103.64,113.28,41.16
255 days 18:00:00,103.64,113.3,41.3
255 days 18:15:00,103.65,113.29,41.32
255 days 18:30:00,103.65,113.29,41.32
255 days 18:45:00,103.65,113.3,41.35
255 days 19:00:00,103.65,113.31,41.35
255 days 19:15:00,103.65,113.32,41.48
255 days 19:30:00,103.66,113.31,41.45
255 days 19:45:00,103.65,113.31,41.42
255 days 20:00:00,103.65,113.31,41.47
255 days 20:15:00,103.66,113.32,41.47
255 days 20:30:00,103.66,113.31,41.49
255 days 20:45:00,103.66,113.31,41.54
255 days 21:00:00,103.66,113.31,41.52
255 days 21:15:00,103.66,113.31,41.57
255 days 21:30:00,103.66,113.32,41.62
255 days 21:45:00,103.66,113.32,41.62
255 days 22:00:00,103.66,113.32,41.64
255 days 22:15:00,103.66,113.32,41.65
255 days 22:30:00,103.66,113.32,41.66
255 days 22:45:00,103.66,113.32,41.67
255 days 23:00:00,103.66,113.32,41.69
255 days 23:15:00,103.66,113.32,41.67
255 days 23:30:00,103.66,113.32,41.69
255 days 23:45:00,103.66,113.32,41.69
256 days 00:00:00,103.66,113.32,41.68
256 days 00:15:00,103.66,113.32,41.69
256 days 00:30:00,103.66,113.32,41.69
256 days 00:45:00,103.66,113.32,41.69
256 days 01:00:00,103.66,113.32,41.69
256 days 01:15:00,103.66,113.32,41.7
256 days 01:30:00,103.66,113.32,41.69
256 days 01:45:00,103.66,113.32,41.69
256 days 02:00:00,103.66,113.32,41.67
256 days 02:15:00,103.66,113.32,41.66
256 days 02:30:00,103.66,113.32,41.66
256 days 02:45:00,103.66,113.32,41.64
256 days 03:00:00,103.66,113.32,41.59
256 days 03:15:00,103.66,113.32,41.59
256 days 03:30:00,103.66,113.32,41.58
256 days 03:45:00,103.65,113.31,41.53
256 days 04:00:00,103.65,113.31,41.42
256 days 04:15:00,103.65,113.3,41.27
256 days 04:30:00,103.65,113.3,41.21
256 days 04:45:00,103.64,113.28,41.05
