Unnamed: 0,p1,p3,p2
90 days 22:30:00,103.66,113.32,41.61
90 days 22:45:00,103.66,113.32,41.62
90 days 23:00:00,103.66,113.32,41.62
90 days 23:15:00,103.66,113.32,41.63
90 days 23:30:00,103.66,113.32,41.64
90 days 23:45:00,103.66,113.32,41.65
91 days 00:00:00,103.66,113.32,41.64
91 days 00:15:00,103.66,113.32,41.65
91 days 00:30:00,103.66,113.32,41.66
91 days 00:45:00,103.66,113.32,41.66
91 days 01:00:00,103.66,113.32,41.66
91 days 01:15:00,103.66,113.32,41.65
91 days 01:30:00,103.66,113.32,41.66
91 days 01:45:00,103.66,113.32,41.66
91 days 02:00:00,103.66,113.32,41.65
91 days 02:15:00,103.66,113.32,41.66
91 days 02:30:00,103.66,113.32,41.66
91 days 02:45:00,103.66,113.32,41.65
91 days 03:00:00,103.66,113.32,41.65
91 days 03:15:00,103.66,113.32,41.63
91 days 03:30:00,103.66,113.32,41.65
91 days 03:45:00,103.66,113.32,41.64
91 days 04:00:00,103.66,113.32,41.62
91 days 04:15:00,103.66,113.32,41.6
91 days 04:30:00,103.66,113.32,41.57
91 days 04:45:00,103.66,113.32,41.53
91 days 05:00:00,103.65,113.32,41.49
91 days 05:15:00,103.65,113.32,41.45
91 days 05:30:00,103.65,113.31,41.34
91 days 05:45:00,103.65,113.3,41.28
91 days 06:00:00,103.65,113.31,41.26
91 days 06:15:00,103.64,113.3,41.21
91 days 06:30:00,103.64,113.29,41.04
91 days 06:45:00,103.64,113.29,40.94
91 days 07:00:00,103.64,113.29,40.95
91 days 07:15:00,103.63,113.28,40.8
91 days 07:30:00,103.63,113.3,40.97
91 days 07:45:00,103.63,113.28,40.8
91 days 08:00:00,103.64,113.29,40.95
91 days 08:15:00,103.63,113.27,40.81
91 days 08:30:00,103.63,113.28,40.84
91 days 08:45:00,103.63,113.27,40.8
91 days 09:00:00,103.63,113.27,40.87
91 days 09:15:00,103.63,113.28,40.91
91 days 09:30:00,103.63,113.28,40.86
91 days 09:45:00,103.63,113.27,40.93
91 days 10:00:00,103.64,113.27,40.96
91 days 10:15:00,103.64,113.29,41.0
91 days 10:30:00,103.64,113.29,41.12
91 days 10:45:00,103.64,113.31,41.1
91 days 11:00:00,103.64,113.29,40.96
91 days 11:15:00,103.64,113.29,41.04
91 days 11:30:00,103.64,113.3,41.19
91 days 11:45:00,103.65,113.28,41.24
91 days 12:00:00,103.64,113.29,41.18
91 days 12:15:00,103.64,113.28,41.12
91 days 12:30:00,103.64,113.28,40.97
91 days 12:45:00,103.64,113.29,41.11
91 days 13:00:00,103.64,113.3,41.17
91 days 13:15:00,103.65,113.31,41.27
91 days 13:30:00,103.65,113.3,41.27
91 days 13:45:00,103.65,113.31,41.32
91 days 14:00:00,103.65,113.31,41.39
91 days 14:15:00,103.64,113.3,41.21
91 days 14:30:00,103.65,113.29,41.22
91 days 14:45:00,103.65,113.3,41.28
91 days 15:00:00,103.65,113.28,41.22
91 days 15:15:00,103.65,113.28,41.19
91 days 15:30:00,103.65,113.29,41.16
91 days 15:45:00,103.64,113.29,41.16
91 days 16:00:00,103.64,113.3,41.2
91 days 16:15:00,103.64,113.29,41.15
91 days 16:30:00,103.64,113.3,41.19
91 days 16:45:00,103.64,113.28,41.18
91 days 17:00:00,103.64,113.27,41.13
91 days 17:15:00,103.64,113.3,41.14
91 days 17:30:00,103.65,113.29,41.23
91 days 17:45:00,103.65,113.3,41.25
91 days 18:00:00,103.65,113.3,41.21
91 days 18:15:00,103.65,113.29,41.31
91 days 18:30:00,103.65,113.3,41.36
91 days 18:45:00,103.65,113.31,41.4
91 days 19:00:00,103.65,113.31,41.45
91 days 19:15:00,103.65,113.3,41.4
91 days 19:30:00,103.66,113.31,41.44
91 days 19:45:00,103.65,113.31,41.42
91 days 20:00:00,103.65,113.31,41.36
91 days 20:15:00,103.66,113.31,41.46
91 days 20:30:00,103.65,113.31,41.49
91 days 20:45:00,103.65,113.31,41.47
91 days 21:00:00,103.65,113.32,41.49
91 days 21:15:00,103.66,113.31,41.46
91 days 21:30:00,103.66,113.32,41.5
91 days 21:45:00,103.66,113.32,41.53
91 days 22:00:00,103.66,113.32,41.53
91 days 22:15:00,103.66,113.32,41.57
91 days 22:30:00,103.66,113.32,41.6
91 days 22:45:00,103.66,113.32,41.59
91 days 23:00:00,103.66,113.32,41.6
91 days 23:15:00,103.66,113.32,41.61
91 days 23:30:00,103.66,113.32,41.63
91 days 23:45:00,103.66,113.32,41.64
92 days 00:00:00,103.66,113.32,41.64
92 days 00:15:00,103.66,113.32,41.63
92 days 00:30:00,103.66,113.32,41.65
92 days 00:45:00,103.66,113.32,41.65
92 days 01:00:00,103.66,113.32,41.65
92 days 01:15:00,103.66,113.32,41.65
92 days 01:30:00,103.66,113.32,41.66
92 days 01:45:00,103.66,113.32,41.66
92 days 02:00:00,103.66,113.32,41.65
92 days 02:15:00,103.66,113.32,41.66
92 days 02:30:00,103.66,113.32,41.66
92 days 02:45:00,103.66,113.32,41.66
92 days 03:00:00,103.66,113.32,41.65
92 days 03:15:00,103.66,113.32,41.65
92 days 03:30:00,103.66,113.32,41.65
92 days 03:45:00,103.66,113.32,41.64
92 days 04:00:00,103.66,113.32,41.64
92 days 04:15:00,103.66,113.32,41.61
92 days 04:30:00,103.66,113.32,41.63
92 days 04:45:00,103.66,113.32,41.59
92 days 05:00:00,103.66,113.32,41.54
92 days 05:15:00,103.66,113.32,41.54
92 days 05:30:00,103.65,113.31,41.44
92 days 05:45:00,103.65,113.31,41.36
92 days 06:00:00,103.65,113.31,41.29
92 days 06:15:00,103.64,113.3,41.19
92 days 06:30:00,103.64,113.31,41.18
92 days 06:45:00,103.64,113.29,41.05
92 days 07:00:00,103.64,113.28,40.96
92 days 07:15:00,103.63,113.27,40.93
92 days 07:30:00,103.64,113.28,40.84
92 days 07:45:00,103.64,113.27,40.65
92 days 08:00:00,103.63,113.26,40.72
92 days 08:15:00,103.62,113.26,40.77
92 days 08:30:00,103.63,113.26,40.74
92 days 08:45:00,103.63,113.28,40.87
92 days 09:00:00,103.63,113.28,40.9
92 days 09:15:00,103.64,113.3,40.99
92 days 09:30:00,103.64,113.27,40.82
92 days 09:45:00,103.63,113.24,40.91
92 days 10:00:00,103.63,113.27,40.74
92 days 10:15:00,103.63,113.29,40.86
92 days 10:30:00,103.63,113.28,40.92
92 days 10:45:00,103.64,113.28,40.97
92 days 11:00:00,103.63,113.29,41.09
92 days 11:15:00,103.63,113.29,41.01
92 days 11:30:00,103.64,113.31,41.12
92 days 11:45:00,103.64,113.29,41.05
92 days 12:00:00,103.64,113.31,41.27
92 days 12:15:00,103.64,113.31,41.24
92 days 12:30:00,103.65,113.3,41.18
92 days 12:45:00,103.64,113.31,41.16
92 days 13:00:00,103.64,113.3,41.17
92 days 13:15:00,103.64,113.29,41.19
92 days 13:30:00,103.64,113.28,41.13
92 days 13:45:00,103.64,113.28,41.09
92 days 14:00:00,103.65,113.31,41.33
92 days 14:15:00,103.65,113.3,41.29
92 days 14:30:00,103.64,113.31,41.26
92 days 14:45:00,103.65,113.3,41.24
92 days 15:00:00,103.64,113.28,41.16
92 days 15:15:00,103.64,113.27,41.03
92 days 15:30:00,103.64,113.24,40.98
92 days 15:45:00,103.64,113.3,41.05
92 days 16:00:00,103.64,113.29,41.07
92 days 16:15:00,103.64,113.28,41.11
92 days 16:30:00,103.63,113.26,40.92
92 days 16:45:00,103.62,113.28,40.92
92 days 17:00:00,103.62,113.27,41.03
92 days 17:15:00,103.62,113.29,40.96
92 days 17:30:00,103.62,113.3,40.98
92 days 17:45:00,103.63,113.28,40.99
92 days 18:00:00,103.63,113.29,41.04
92 days 18:15:00,103.62,113.3,41.17
92 days 18:30:00,103.64,113.3,41.21
92 days 18:45:00,103.65,113.3,41.32
92 days 19:00:00,103.65,113.32,41.35
92 days 19:15:00,103.65,113.32,41.4
92 days 19:30:00,103.65,113.32,41.43
92 days 19:45:00,103.65,113.32,41.4
92 days 20:00:00,103.64,113.31,41.28
92 days 20:15:00,103.65,113.3,41.34
92 days 20:30:00,103.65,113.32,41.45
92 days 20:45:00,103.65,113.32,41.47
92 days 21:00:00,103.66,113.32,41.45
92 days 21:15:00,103.66,113.32,41.5
92 days 21:30:00,103.66,113.32,41.55
92 days 21:45:00,103.66,113.32,41.57
92 days 22:00:00,103.66,113.32,41.56
92 days 22:15:00,103.66,113.32,41.62
92 days 22:30:00,103.66,113.32,41.62
92 days 22:45:00,103.66,113.32,41.63
92 days 23:00:00,103.66,113.32,41.62
92 days 23:15:00,103.66,113.32,41.63
92 days 23:30:00,103.66,113.32,41.64
92 days 23:45:00,103.66,113.32,41.65
93 days 00:00:00,103.66,113.32,41.66
93 days 00:15:00,103.66,113.32,41.66
93 days 00:30:00,103.66,113.32,41.65
93 days 00:45:00,103.66,113.32,41.66
93 days 01:00:00,103.66,113.32,41.65
93 days 01:15:00,103.66,113.32,41.67
93 days 01:30:00,103.66,113.32,41.66
93 days 01:45:00,103.66,113.32,41.65
93 days 02:00:00,103.66,113.32,41.63
93 days 02:15:00,103.66,113.32,41.64
93 days 02:30:00,103.66,113.32,41.64
93 days 02:45:00,103.66,113.32,41.62
93 days 03:00:00,103.66,113.32,41.59
93 days 03:15:00,103.66,113.32,41.56
93 days 03:30:00,103.66,113.32,41.52
93 days 03:45:00,103.66,113.32,41.5
93 days 04:00:00,103.65,113.31,41.35
93 days 04:15:00,103.64,113.3,41.21
93 days 04:30:00,103.64,113.3,41.0
93 days 04:45:00,103.64,113.28,40.9
93 days 05:00:00,103.64,113.27,40.85
93 days 05:15:00,103.64,113.28,41.06
93 days 05:30:00,103.63,113.28,40.94
93 days 05:45:00,103.64,113.28,40.95
93 days 06:00:00,103.63,113.28,41.01
93 days 06:15:00,103.62,113.29,41.03
93 days 06:30:00,103.63,113.3,41.12
93 days 06:45:00,103.63,113.28,41.08
93 days 07:00:00,103.63,113.3,41.06
93 days 07:15:00,103.63,113.3,41.12
93 days 07:30:00,103.63,113.28,41.1
93 days 07:45:00,103.62,113.28,41.07
93 days 08:00:00,103.63,113.29,41.21
93 days 08:15:00,103.63,113.29,41.13
93 days 08:30:00,103.63,113.3,41.21
93 days 08:45:00,103.63,113.3,41.25
93 days 09:00:00,103.64,113.31,41.22
93 days 09:15:00,103.64,113.28,41.2
93 days 09:30:00,103.65,113.31,41.24
93 days 09:45:00,103.65,113.3,41.34
93 days 10:00:00,103.65,113.3,41.37
93 days 10:15:00,103.65,113.31,41.4
93 days 10:30:00,103.65,113.3,41.31
93 days 10:45:00,103.65,113.3,41.3
93 days 11:00:00,103.65,113.31,41.37
93 days 11:15:00,103.65,113.31,41.34
93 days 11:30:00,103.65,113.31,41.26
93 days 11:45:00,103.65,113.3,41.31
93 days 12:00:00,103.65,113.31,41.4
93 days 12:15:00,103.65,113.31,41.34
93 days 12:30:00,103.65,113.31,41.37
93 days 12:45:00,103.65,113.31,41.36
93 days 13:00:00,103.65,113.31,41.33
93 days 13:15:00,103.65,113.3,41.39
93 days 13:30:00,103.65,113.31,41.42
93 days 13:45:00,103.65,113.32,41.4
93 days 14:00:00,103.65,113.31,41.33
93 days 14:15:00,103.65,113.31,41.28
93 days 14:30:00,103.65,113.3,41.28
93 days 14:45:00,103.65,113.3,41.25
93 days 15:00:00,103.64,113.3,41.2
93 days 15:15:00,103.63,113.29,41.21
93 days 15:30:00,103.63,113.23,41.07
93 days 15:45:00,103.63,113.26,41.11
93 days 16:00:00,103.63,113.3,41.12
93 days 16:15:00,103.63,113.27,41.07
93 days 16:30:00,103.63,113.26,41.11
93 days 16:45:00,103.63,113.24,40.96
93 days 17:00:00,103.63,113.26,40.9
93 days 17:15:00,103.63,113.28,41.07
93 days 17:30:00,103.65,113.26,41.07
93 days 17:45:00,103.65,113.3,41.23
93 days 18:00:00,103.64,113.31,41.26
93 days 18:15:00,103.64,113.3,41.16
93 days 18:30:00,103.65,113.31,41.33
93 days 18:45:00,103.65,113.28,41.33
93 days 19:00:00,103.65,113.3,41.39
93 days 19:15:00,103.65,113.31,41.42
93 days 19:30:00,103.66,113.32,41.51
93 days 19:45:00,103.65,113.31,41.36
93 days 20:00:00,103.65,113.31,41.32
93 days 20:15:00,103.65,113.32,41.39
93 days 20:30:00,103.65,113.32,41.44
93 days 20:45:00,103.66,113.32,41.5
93 days 21:00:00,103.66,113.31,41.51
93 days 21:15:00,103.66,113.32,41.53
93 days 21:30:00,103.66,113.32,41.56
93 days 21:45:00,103.66,113.32,41.59
93 days 22:00:00,103.66,113.32,41.6
93 days 22:15:00,103.66,113.32,41.61
93 days 22:30:00,103.66,113.32,41.64
93 days 22:45:00,103.66,113.32,41.64
93 days 23:00:00,103.66,113.32,41.64
93 days 23:15:00,103.66,113.32,41.65
93 days 23:30:00,103.66,113.32,41.65
93 days 23:45:00,103.66,113.32,41.65
94 days 00:00:00,103.66,113.32,41.66
94 days 00:15:00,103.66,113.32,41.67
94 days 00:30:00,103.66,113.32,41.66
94 days 00:45:00,103.66,113.32,41.66
94 days 01:00:00,103.66,113.32,41.65
94 days 01:15:00,103.66,113.32,41.66
94 days 01:30:00,103.66,113.32,41.66
94 days 01:45:00,103.66,113.32,41.65
94 days 02:00:00,103.66,113.32,41.65
94 days 02:15:00,103.66,113.32,41.64
94 days 02:30:00,103.66,113.32,41.63
94 days 02:45:00,103.66,113.32,41.62
94 days 03:00:00,103.66,113.32,41.59
94 days 03:15:00,103.66,113.32,41.57
94 days 03:30:00,103.66,113.32,41.51
94 days 03:45:00,103.65,113.32,41.47
94 days 04:00:00,103.65,113.31,41.39
94 days 04:15:00,103.64,113.3,41.22
94 days 04:30:00,103.64,113.27,41.01
94 days 04:45:00,103.63,113.28,40.89
94 days 05:00:00,103.64,113.26,40.96
94 days 05:15:00,103.63,113.29,41.09
94 days 05:30:00,103.64,113.28,41.06
94 days 05:45:00,103.63,113.3,40.99
94 days 06:00:00,103.64,113.25,40.99
94 days 06:15:00,103.64,113.28,41.06
94 days 06:30:00,103.65,113.29,41.18
94 days 06:45:00,103.64,113.3,41.19
94 days 07:00:00,103.65,113.3,41.22
94 days 07:15:00,103.65,113.28,41.16
94 days 07:30:00,103.64,113.29,41.19
94 days 07:45:00,103.65,113.29,41.2
94 days 08:00:00,103.64,113.3,41.18
94 days 08:15:00,103.64,113.31,41.3
94 days 08:30:00,103.65,113.31,41.21
94 days 08:45:00,103.65,113.29,41.23
94 days 09:00:00,103.65,113.3,41.24
94 days 09:15:00,103.65,113.3,41.32
94 days 09:30:00,103.65,113.31,41.37
94 days 09:45:00,103.65,113.31,41.36
94 days 10:00:00,103.65,113.3,41.33
94 days 10:15:00,103.65,113.31,41.34
94 days 10:30:00,103.65,113.31,41.31
94 days 10:45:00,103.65,113.32,41.39
94 days 11:00:00,103.65,113.31,41.35
94 days 11:15:00,103.65,113.31,41.36
94 days 11:30:00,103.65,113.31,41.41
94 days 11:45:00,103.65,113.32,41.42
94 days 12:00:00,103.65,113.31,41.41
94 days 12:15:00,103.65,113.31,41.36
94 days 12:30:00,103.65,113.32,41.37
94 days 12:45:00,103.65,113.32,41.42
94 days 13:00:00,103.65,113.31,41.36
94 days 13:15:00,103.65,113.31,41.32
94 days 13:30:00,103.65,113.3,41.36
94 days 13:45:00,103.65,113.31,41.38
94 days 14:00:00,103.65,113.32,41.43
94 days 14:15:00,103.65,113.3,41.31
94 days 14:30:00,103.64,113.31,41.32
94 days 14:45:00,103.65,113.31,41.34
94 days 15:00:00,103.64,113.3,41.26
94 days 15:15:00,103.65,113.29,41.28
94 days 15:30:00,103.65,113.27,41.21
94 days 15:45:00,103.65,113.31,41.28
94 days 16:00:00,103.64,113.27,41.19
94 days 16:15:00,103.65,113.29,41.22
94 days 16:30:00,103.65,113.29,41.32
94 days 16:45:00,103.64,113.29,41.23
94 days 17:00:00,103.64,113.28,41.07
94 days 17:15:00,103.65,113.28,41.15
94 days 17:30:00,103.64,113.28,41.12
94 days 17:45:00,103.64,113.28,41.12
94 days 18:00:00,103.65,113.3,41.26
94 days 18:15:00,103.64,113.25,41.06
94 days 18:30:00,103.65,113.29,41.26
94 days 18:45:00,103.65,113.3,41.33
94 days 19:00:00,103.65,113.29,41.31
94 days 19:15:00,103.65,113.31,41.33
94 days 19:30:00,103.65,113.31,41.4
94 days 19:45:00,103.65,113.29,41.32
94 days 20:00:00,103.65,113.31,41.34
94 days 20:15:00,103.65,113.3,41.3
94 days 20:30:00,103.65,113.32,41.41
94 days 20:45:00,103.65,113.31,41.48
94 days 21:00:00,103.66,113.32,41.49
94 days 21:15:00,103.66,113.32,41.56
94 days 21:30:00,103.66,113.32,41.57
94 days 21:45:00,103.66,113.32,41.56
94 days 22:00:00,103.66,113.32,41.59
94 days 22:15:00,103.66,113.32,41.61
94 days 22:30:00,103.66,113.32,41.61
94 days 22:45:00,103.66,113.32,41.63
94 days 23:00:00,103.66,113.32,41.64
94 days 23:15:00,103.66,113.32,41.64
94 days 23:30:00,103.66,113.32,41.65
94 days 23:45:00,103.66,113.32,41.66
95 days 00:00:00,103.66,113.32,41.66
95 days 00:15:00,103.66,113.32,41.66
95 days 00:30:00,103.66,113.32,41.66
95 days 00:45:00,103.66,113.32,41.66
95 days 01:00:00,103.66,113.32,41.66
95 days 01:15:00,103.66,113.32,41.65
95 days 01:30:00,103.66,113.32,41.66
95 days 01:45:00,103.66,113.32,41.65
95 days 02:00:00,103.66,113.32,41.65
95 days 02:15:00,103.66,113.32,41.64
95 days 02:30:00,103.66,113.32,41.63
95 days 02:45:00,103.66,113.32,41.61
95 days 03:00:00,103.66,113.32,41.58
95 days 03:15:00,103.66,113.32,41.56
95 days 03:30:00,103.66,113.32,41.54
95 days 03:45:00,103.66,113.32,41.5
95 days 04:00:00,103.65,113.31,41.36
95 days 04:15:00,103.64,113.29,41.08
95 days 04:30:00,103.63,113.29,40.97
95 days 04:45:00,103.64,113.25,40.89
95 days 05:00:00,103.64,113.24,40.84
95 days 05:15:00,103.63,113.24,40.86
95 days 05:30:00,103.64,113.23,40.91
95 days 05:45:00,103.64,113.27,41.03
95 days 06:00:00,103.63,113.29,40.99
95 days 06:15:00,103.64,113.3,41.1
95 days 06:30:00,103.64,113.29,41.16
95 days 06:45:00,103.64,113.3,41.21
95 days 07:00:00,103.64,113.29,41.16
95 days 07:15:00,103.64,113.31,41.13
95 days 07:30:00,103.64,113.28,41.14
95 days 07:45:00,103.64,113.3,41.19
95 days 08:00:00,103.64,113.29,41.23
95 days 08:15:00,103.65,113.29,41.25
95 days 08:30:00,103.65,113.29,41.23
95 days 08:45:00,103.65,113.3,41.25
95 days 09:00:00,103.65,113.31,41.32
95 days 09:15:00,103.65,113.31,41.33
95 days 09:30:00,103.65,113.28,41.25
95 days 09:45:00,103.65,113.3,41.31
95 days 10:00:00,103.65,113.3,41.29
95 days 10:15:00,103.65,113.31,41.34
95 days 10:30:00,103.65,113.31,41.35
95 days 10:45:00,103.65,113.28,41.24
95 days 11:00:00,103.65,113.31,41.4
95 days 11:15:00,103.65,113.3,41.42
95 days 11:30:00,103.65,113.3,41.37
95 days 11:45:00,103.65,113.31,41.42
95 days 12:00:00,103.65,113.31,41.4
95 days 12:15:00,103.65,113.3,41.37
95 days 12:30:00,103.65,113.31,41.36
95 days 12:45:00,103.65,113.31,41.39
95 days 13:00:00,103.65,113.31,41.42
95 days 13:15:00,103.65,113.31,41.38
95 days 13:30:00,103.65,113.31,41.35
95 days 13:45:00,103.65,113.3,41.31
95 days 14:00:00,103.65,113.3,41.3
95 days 14:15:00,103.65,113.31,41.34
95 days 14:30:00,103.65,113.3,41.24
95 days 14:45:00,103.65,113.3,41.3
95 days 15:00:00,103.65,113.29,41.15
95 days 15:15:00,103.64,113.29,41.18
95 days 15:30:00,103.65,113.29,41.19
95 days 15:45:00,103.65,113.26,41.06
95 days 16:00:00,103.65,113.28,41.09
95 days 16:15:00,103.65,113.3,41.14
95 days 16:30:00,103.64,113.29,41.06
95 days 16:45:00,103.64,113.3,41.08
95 days 17:00:00,103.64,113.28,41.09
95 days 17:15:00,103.64,113.31,41.04
95 days 17:30:00,103.65,113.28,41.16
95 days 17:45:00,103.64,113.25,40.97
95 days 18:00:00,103.64,113.29,41.0
95 days 18:15:00,103.64,113.26,41.06
95 days 18:30:00,103.65,113.29,41.23
95 days 18:45:00,103.65,113.28,41.21
95 days 19:00:00,103.65,113.3,41.2
95 days 19:15:00,103.65,113.3,41.31
95 days 19:30:00,103.65,113.3,41.4
95 days 19:45:00,103.65,113.3,41.32
95 days 20:00:00,103.65,113.31,41.42
95 days 20:15:00,103.65,113.31,41.38
95 days 20:30:00,103.65,113.32,41.42
95 days 20:45:00,103.66,113.31,41.49
95 days 21:00:00,103.66,113.32,41.45
95 days 21:15:00,103.66,113.32,41.53
95 days 21:30:00,103.66,113.32,41.54
95 days 21:45:00,103.66,113.32,41.57
95 days 22:00:00,103.66,113.32,41.57
95 days 22:15:00,103.66,113.32,41.61
95 days 22:30:00,103.66,113.32,41.61
95 days 22:45:00,103.66,113.32,41.64
95 days 23:00:00,103.66,113.32,41.64
95 days 23:15:00,103.66,113.32,41.65
95 days 23:30:00,103.66,113.32,41.65
95 days 23:45:00,103.66,113.32,41.66
96 days 00:00:00,103.66,113.32,41.65
96 days 00:15:00,103.66,113.32,41.66
96 days 00:30:00,103.66,113.32,41.65
96 days 00:45:00,103.66,113.32,41.66
96 days 01:00:00,103.66,113.32,41.65
96 days 01:15:00,103.66,113.32,41.65
96 days 01:30:00,103.66,113.32,41.65
96 days 01:45:00,103.66,113.32,41.64
96 days 02:00:00,103.66,113.32,41.64
96 days 02:15:00,103.66,113.32,41.64
96 days 02:30:00,103.66,113.32,41.61
96 days 02:45:00,103.66,113.32,41.6
96 days 03:00:00,103.66,113.32,41.59
96 days 03:15:00,103.66,113.32,41.55
96 days 03:30:00,103.66,113.32,41.53
96 days 03:45:00,103.66,113.32,41.52
96 days 04:00:00,103.65,113.29,41.33
96 days 04:15:00,103.64,113.27,41.12
96 days 04:30:00,103.63,113.27,40.91
96 days 04:45:00,103.64,113.26,40.79
96 days 05:00:00,103.64,113.27,41.0
96 days 05:15:00,103.64,113.28,40.91
96 days 05:30:00,103.63,113.3,40.99
96 days 05:45:00,103.64,113.29,40.92
96 days 06:00:00,103.64,113.3,41.08
96 days 06:15:00,103.64,113.3,41.18
96 days 06:30:00,103.64,113.29,41.21
96 days 06:45:00,103.64,113.31,41.18
96 days 07:00:00,103.65,113.29,41.17
96 days 07:15:00,103.65,113.3,41.19
96 days 07:30:00,103.64,113.29,41.22
96 days 07:45:00,103.64,113.28,41.22
96 days 08:00:00,103.65,113.31,41.3
96 days 08:15:00,103.65,113.3,41.25
96 days 08:30:00,103.65,113.3,41.16
96 days 08:45:00,103.65,113.3,41.22
96 days 09:00:00,103.65,113.31,41.35
96 days 09:15:00,103.65,113.31,41.3
96 days 09:30:00,103.65,113.29,41.29
96 days 09:45:00,103.65,113.3,41.33
96 days 10:00:00,103.65,113.31,41.3
96 days 10:15:00,103.65,113.31,41.3
96 days 10:30:00,103.65,113.31,41.37
96 days 10:45:00,103.65,113.31,41.36
96 days 11:00:00,103.65,113.31,41.39
96 days 11:15:00,103.65,113.31,41.32
96 days 11:30:00,103.65,113.31,41.35
96 days 11:45:00,103.65,113.31,41.37
96 days 12:00:00,103.65,113.3,41.35
96 days 12:15:00,103.65,113.31,41.38
96 days 12:30:00,103.65,113.31,41.41
96 days 12:45:00,103.65,113.31,41.39
96 days 13:00:00,103.65,113.31,41.34
96 days 13:15:00,103.65,113.31,41.44
96 days 13:30:00,103.65,113.31,41.39
96 days 13:45:00,103.65,113.31,41.36
96 days 14:00:00,103.65,113.31,41.32
96 days 14:15:00,103.65,113.3,41.3
96 days 14:30:00,103.65,113.29,41.31
96 days 14:45:00,103.65,113.31,41.35
96 days 15:00:00,103.65,113.29,41.24
96 days 15:15:00,103.65,113.3,41.32
96 days 15:30:00,103.64,113.3,41.21
96 days 15:45:00,103.64,113.31,41.24
96 days 16:00:00,103.64,113.31,41.21
96 days 16:15:00,103.64,113.3,41.24
96 days 16:30:00,103.64,113.3,41.17
96 days 16:45:00,103.64,113.28,41.09
96 days 17:00:00,103.64,113.31,41.17
96 days 17:15:00,103.65,113.3,41.26
96 days 17:30:00,103.65,113.3,41.17
96 days 17:45:00,103.65,113.27,41.1
96 days 18:00:00,103.64,113.28,41.11
96 days 18:15:00,103.64,113.29,41.07
96 days 18:30:00,103.64,113.29,41.17
96 days 18:45:00,103.65,113.3,41.23
96 days 19:00:00,103.65,113.31,41.29
96 days 19:15:00,103.65,113.31,41.34
96 days 19:30:00,103.65,113.32,41.42
96 days 19:45:00,103.65,113.29,41.28
96 days 20:00:00,103.65,113.32,41.38
96 days 20:15:00,103.65,113.32,41.37
96 days 20:30:00,103.65,113.32,41.43
96 days 20:45:00,103.66,113.32,41.42
96 days 21:00:00,103.65,113.32,41.47
96 days 21:15:00,103.66,113.32,41.49
96 days 21:30:00,103.66,113.32,41.52
96 days 21:45:00,103.66,113.32,41.56
96 days 22:00:00,103.66,113.32,41.57
96 days 22:15:00,103.66,113.32,41.61
96 days 22:30:00,103.66,113.32,41.61
96 days 22:45:00,103.66,113.32,41.63
96 days 23:00:00,103.66,113.32,41.63
96 days 23:15:00,103.66,113.32,41.64
96 days 23:30:00,103.66,113.32,41.65
96 days 23:45:00,103.66,113.32,41.65
97 days 00:00:00,103.66,113.32,41.64
97 days 00:15:00,103.66,113.32,41.64
97 days 00:30:00,103.66,113.32,41.64
97 days 00:45:00,103.66,113.32,41.65
97 days 01:00:00,103.66,113.32,41.65
97 days 01:15:00,103.66,113.32,41.65
97 days 01:30:00,103.66,113.32,41.65
97 days 01:45:00,103.66,113.32,41.65
97 days 02:00:00,103.66,113.32,41.64
97 days 02:15:00,103.66,113.32,41.63
97 days 02:30:00,103.66,113.32,41.6
97 days 02:45:00,103.66,113.32,41.58
97 days 03:00:00,103.66,113.32,41.59
97 days 03:15:00,103.66,113.32,41.56
97 days 03:30:00,103.66,113.32,41.56
97 days 03:45:00,103.65,113.32,41.5
97 days 04:00:00,103.65,113.29,41.31
97 days 04:15:00,103.64,113.28,41.11
97 days 04:30:00,103.64,113.28,40.92
97 days 04:45:00,103.64,113.28,41.03
97 days 05:00:00,103.64,113.28,40.95
97 days 05:15:00,103.63,113.28,40.91
97 days 05:30:00,103.63,113.27,40.91
97 days 05:45:00,103.64,113.28,40.88
97 days 06:00:00,103.64,113.29,41.03
97 days 06:15:00,103.64,113.28,41.07
97 days 06:30:00,103.64,113.3,41.17
97 days 06:45:00,103.64,113.3,41.15
97 days 07:00:00,103.64,113.3,41.13
97 days 07:15:00,103.64,113.3,40.88
97 days 07:30:00,103.64,113.3,41.15
97 days 07:45:00,103.64,113.31,41.25
97 days 08:00:00,103.64,113.3,41.23
97 days 08:15:00,103.65,113.29,41.2
97 days 08:30:00,103.65,113.3,41.18
97 days 08:45:00,103.65,113.29,41.28
97 days 09:00:00,103.65,113.29,41.25
97 days 09:15:00,103.65,113.31,41.3
97 days 09:30:00,103.65,113.31,41.25
97 days 09:45:00,103.65,113.31,41.33
97 days 10:00:00,103.65,113.3,41.26
97 days 10:15:00,103.65,113.29,41.29
97 days 10:30:00,103.65,113.3,41.25
97 days 10:45:00,103.65,113.29,41.3
97 days 11:00:00,103.65,113.29,41.3
97 days 11:15:00,103.65,113.31,41.28
97 days 11:30:00,103.65,113.31,41.35
97 days 11:45:00,103.65,113.3,41.35
97 days 12:00:00,103.65,113.3,41.29
97 days 12:15:00,103.65,113.3,41.29
97 days 12:30:00,103.65,113.31,41.25
97 days 12:45:00,103.65,113.31,41.3
97 days 13:00:00,103.65,113.31,41.26
